comment,amr
you're an idiot its parliament hill. Of course they're prepared for situations like this you idiot!,"# ::snt you're an idiot its parliament hill. Of course they're prepared for situations like this you idiot!
(m / multi-sentence
      :snt1 (ii / idiot
            :domain (y / you)
            :location (h / hill
                  :mod (g / government-organization
                        :name (n / name
                              :op1 ""Parliament""))
                  :poss (ii2 / it)))
      :snt2 (p / prepare-02
            :ARG1 (t / they)
            :ARG2 (s / situation
                  :ARG1-of (r / resemble-01
                        :ARG2 (t2 / this)))
            :mod (o / of-course))
      :snt3 ii
      :domain (y2 / you))"
how the guy got that far leads me to suspect this is not what it seems.,"# ::snt how the guy got that far leads me to suspect this is not what it seems.
(l / lead-03
      :ARG0 (t / thing
            :manner-of (g / get-05
                  :ARG1 (g2 / guy)
                  :ARG2 (f / far
                        :mod (t2 / that))))
      :ARG1 (ii / i)
      :ARG2 (s / suspect-01
            :ARG0 ii
            :ARG1 (t3 / thing
                  :polarity -
                  :ARG1-of (s2 / seem-01)
                  :domain (t4 / this))))"
"funny, a guy with a joint can't make it past the memorial flame, but a gunman, whoosh, right inside","# ::snt funny, a guy with a joint can't make it past the memorial flame, but a gunman, whoosh, right inside
(f / funny
      :domain (c / contrast-01
            :ARG1 (p / possible-01
                  :polarity -
                  :ARG1 (m / make-it-14
                        :ARG0 (g / guy
                              :ARG0-of (h / have-03
                                    :ARG1 (j / joint)))
                        :ARG1 (p2 / past
                              :op1 (f2 / flame
                                    :mod (m2 / memorial)))))
            :ARG2 (w / whoosh-01
                  :ARG0 (g2 / gunman)
                  :location (ii / inside
                        :mod (r / right)))))"
I've had concerns about that for a while,"# ::snt I've had concerns about that for a while
(c / concern-01
      :ARG0 (t / that)
      :ARG1 (ii / i)
      :duration (w / while))"
email me at dcdesk-america.com when you get a chance - good to know you are safe -Nathan,"# ::snt email me at dcdesk-america.com when you get a chance - good to know you are safe -Nathan
(s / say-01
      :ARG0 (ii / i)
      :ARG1 (a / and
            :op1 (e / email-01
                  :mode imperative
                  :ARG0 (p / person
                        :name (n / name
                              :op1 ""Nathan""))
                  :ARG2 ii
                  :location (u / url-entity
                        :value ""DCdesk-america.com"")
                  :time (g / get-01
                        :ARG0 (y / you)
                        :ARG1 (c / chance-02
                              :ARG0 y)))
            :op2 (g2 / good-02
                  :ARG1 (k / know-01
                        :ARG0 y
                        :ARG1 (s2 / safe-01
                              :ARG1 y))))
      :ARG2 p)"
Sure but in how many years has this happened? This is extremely unusual.,"# ::snt Sure but in how many years has this happened? This is extremely unusual.
(m / multi-sentence
      :snt1 (c / contrast-01
            :ARG1 (s / sure-02)
            :ARG2 (e / event
                  :mod (t / this)
                  :time (b / before
                        :op1 (n / now)
                        :quant (a / amr-unknown))))
      :snt2 (u / usual
            :polarity -
            :domain (t2 / this)
            :degree (e2 / extreme)))"
very rare. but it has been increasingly likely as we chop away at ment hlth services,"# ::snt very rare. but it has been increasingly likely as we chop away at ment hlth services
(c / contrast-01
      :ARG1 (r / rare-02
            :degree (v / very))
      :ARG2 (l / likely-01
            :ARG1 (ii / it)
            :ARG1-of (ii2 / increase-01
                  :ARG1-of (c2 / cause-01
                        :ARG0 (c3 / chop-away-02
                              :ARG0 (w / we)
                              :ARG1 (s / service
                                    :mod (m / minimum)))))))"
/2 Violence doesn't automatically indicate a relationship to MH.,"# ::snt /2 Violence doesn't automatically indicate a relationship to MH.
(ii / indicate-01
      :polarity -
      :li 2
      :ARG0 (v / violence)
      :ARG1 (r / relation-03
            :ARG2 (p / person
                  :ARG0-of (h / have-rel-role-91
                        :ARG2 (m / mother))))
      :manner (a / automatic))"
"/2 If it did, every guy in the NHL would be institutionalized.","# ::snt /2 If it did, every guy in the NHL would be institutionalized.
(ii / institutionalize-02
      :li 2
      :ARG1 (g / guy
            :mod (e / every)
            :location (l / league
                  :name (n / name
                        :op1 ""NHL"")))
      :condition (e2 / event))"
true enough,"# ::snt true enough
(t / true-01
      :ARG2-of (h / have-degree-91
            :ARG3 (e / enough)))"
In historical terms this is a blip. Screw those losers.,"# ::snt In historical terms this is a blip. Screw those losers.
(m / multi-sentence
      :snt1 (b / blip
            :domain (t / this)
            :prep-in (t2 / term
                  :mod (h / history)))
      :snt2 (s / screw-02
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (p / person
                  :ARG0-of (l / lose-03)
                  :mod (t3 / that))))"
"a) actual ""terror"", b) nutbars, c) false flag. all r plausible","# ::snt a) actual ""terror"", b) nutbars, c) false flag. all r plausible
(a / and
      :op1 (t / terror
            :li ""a""
            :ARG1-of (a2 / actual-02))
      :op2 (n / nutbar)
      :op3 (f / flag
            :li ""c""
            :mod (f2 / false))
      :op4 (p / plausible
            :domain (a3 / all)))"
That's rather specious. We don't know t MH situation. Can't b determined from a distance.,"# ::snt That's rather specious. We don't know t MH situation. Can't b determined from a distance.
(m / multi-sentence
      :snt1 (s / speculate-01
            :ARG1 (t / that)
            :degree (r / rather))
      :snt2 (k / know-01
            :polarity -
            :ARG0 (w / we)
            :ARG1 (s2 / situation
                  :mod (p / product
                        :name (n / name
                              :op1 ""MH""))))
      :snt3 (p2 / possible-01
            :polarity -
            :ARG1 (d / determine-01
                  :manner (d2 / distance))))"
That's why there are professionals. Average citizen can only currently make a guess.,"# ::snt That's why there are professionals. Average citizen can only currently make a guess.
(m / multi-sentence
      :snt1 (c / cause-01
            :ARG0 (t / that)
            :ARG1 (p / professional))
      :snt2 (p2 / possible-01
            :ARG1 (g / guess-01
                  :ARG0 (c2 / citizen
                        :ARG1-of (a / average-03))
                  :time (c3 / current)
                  :mod (o / only))))"
"days a year, the cops are % unbelievable. today, everyone lines up to suck them","# ::snt days a year, the cops are % unbelievable. today, everyone lines up to suck them
(m / multi-sentence
      :snt1 (b / believe-01
            :polarity -
            :ARG1 (c / cop)
            :frequency (r / rate-entity-91
                  :ARG3 (t / temporal-quantity
                        :quant 1
                        :unit (y / year))))
      :snt2 (l / line-up-02
            :ARG1 (e / everyone)
            :purpose (s / suck-01
                  :ARG0 e
                  :ARG1 (c2 / cop))
            :time (t2 / today)))"
i am only saying that all three scenarios are plausible.,"# ::snt i am only saying that all three scenarios are plausible.
(s / say-01
      :ARG0 (ii / i)
      :ARG1 (p / plausible
            :domain (s2 / scenario
                  :quant 3
                  :mod (a / all)))
      :mod (o / only))"
Ah true. Problem now is we'll probably only get coroner's details they won't make it.,"# ::snt Ah true. Problem now is we'll probably only get coroner's details they won't make it.
(m / multi-sentence
      :snt1 (t / true-01
            :mod (a / ah
                  :mode expressive))
      :snt2 (p / problem
            :domain (p2 / probable
                  :domain (g / get-01
                        :ARG0 (w / we)
                        :ARG1 (d / detail
                              :source (c / coroner)
                              :ARG1-of (m2 / make-18
                                    :polarity -
                                    :ARG0 (t2 / they)))
                        :mod (o / only))
                  :time (n / now))))"
the truth will never come out. martial law is coming,"# ::snt the truth will never come out. martial law is coming
(m / multi-sentence
      :snt1 (c / come-out-09
            :polarity -
            :ARG1 (t / truth)
            :time (e / ever))
      :snt2 (c2 / come-out-09
            :ARG1 (l / law
                  :mod (m2 / martial))))"
"Not EVERYTHING will come out. But we will get details, especially these days.","# ::snt Not EVERYTHING will come out. But we will get details, especially these days.
(m / multi-sentence
      :snt1 (c / come-out-09
            :polarity -
            :ARG1 (e / everything))
      :snt2 (c2 / contrast-01
            :ARG2 (g / get-01
                  :ARG0 (w / we)
                  :ARG1 (d / detail)
                  :time (d2 / day
                        :mod (t / this)
                        :mod (e2 / especially)))))"
from the same cops and government who tell us that cancer-curing marijuana is evil.,"# ::snt from the same cops and government who tell us that cancer-curing marijuana is evil.
(b / be-from-91
      :ARG2 (a / and
            :op1 (c / cop
                  :ARG1-of (s / same-01))
            :op2 (g / government-organization
                  :ARG0-of (g2 / govern-01))
            :ARG0-of (t / tell-01
                  :ARG1 (e / evil
                        :domain (m / marijuana
                              :ARG0-of (c2 / cure-01
                                    :ARG2 (d / disease
                                          :name (n / name
                                                :op1 ""cancer"")))))
                  :ARG2 (w / we))))"
"The science is ongoing, it can't cure, I got a link hang on...","# ::snt The science is ongoing, it can't cure, I got a link hang on...
(m / multi-sentence
      :snt1 (a / and
            :op1 (g / go-on-15
                  :ARG1 (s / science))
            :op2 (p / possible-01
                  :polarity -
                  :ARG1 (c / cure-01
                        :ARG0 s))
            :op3 (g2 / get-01
                  :ARG0 (ii / i)
                  :ARG1 (l / link
                        :ARG1-of (h / hang-on-05)))))"
"This one was pretty good. Stay strong! Odd day, but have a good one anyways.","# ::snt This one was pretty good. Stay strong! Odd day, but have a good one anyways.
(m / multi-sentence
      :snt1 (g / good-02
            :ARG1 (o / one
                  :mod (t / this))
            :degree (p / pretty))
      :snt2 (s / stay-01
            :mode imperative
            :ARG1 (y / you)
            :ARG3 (s2 / strong-02
                  :ARG1 y))
      :snt3 (c / contrast-01
            :ARG1 (d / day
                  :ARG1-of (o2 / odd-02))
            :ARG2 (h / have-03
                  :ARG1 (o3 / one
                        :ARG1-of (g2 / good-02))
                  :mod (a / anyways))))"
"Call me bad Canuck, I hope those fucktards get their asses kicked.","# ::snt Call me bad Canuck, I hope those fucktards get their asses kicked.
(h / hope-01
      :ARG0 (ii / i
            :part (a / ass))
      :ARG1 (g / get-04
            :ARG1 (k / kick-01
                  :ARG1 a))
      :condition (c / call-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 ii
            :ARG2 (c2 / canuck
                  :ARG1-of (b / bad-07))))"
And I know they will too,"# ::snt And I know they will too
(a / and
      :op2 (k / know-01
            :ARG0 (ii / i)
            :ARG1 (d / do-02
                  :ARG0 (t / they)
                  :mod (t2 / too))))"
Might be a good idea to not tweet about police movement/location?,"# ::snt Might be a good idea to not tweet about police movement/location?
(p / possible-01
      :ARG1 (ii / idea
            :ARG1-of (g / good-02)
            :domain (t / tweet-02
                  :polarity -
                  :topic (s / slash
                        :op1 (m / movement-07
                              :ARG0 (p2 / police))
                        :op2 (l / location
                              :poss p2))))
      :polarity (a / amr-unknown))"
action: Snipers NationalArtGallerywe r barricadedCentreBlock ParliamentHill,"# ::snt action: Snipers NationalArtGallerywe r barricadedCentreBlock ParliamentHill
(m / multi-sentence
      :snt1 (a / act-02)
      :snt2 (b / barricade-01
            :ARG1 (a2 / and
                  :op1 (g / gallery
                        :mod (n / nation)
                        :poss (p / person
                              :ARG0-of (s / snip-01)))
                  :op2 (g2 / government-organization
                        :name (n2 / name
                              :op1 ""CentreBlock""
                              :op2 ""Parliament"")))))"
showing the shooter where those police are???,"# ::snt showing the shooter where those police are???
(s / show-01
      :polarity (a / amr-unknown)
      :ARG1 (b / be-located-at-91
            :ARG1 (p / police
                  :mod (t / that))
            :ARG2 (p2 / person
                  :ARG0-of (s2 / shoot-02)
                  :ARG2-of s)))"
"also, maybe just window cleaners-","# ::snt also, maybe just window cleaners-
(p / possible-01
      :ARG1 (p2 / person
            :ARG0-of (c / clean-01
                  :ARG1 (w / window))
            :mod (j / just))
      :mod (a / also))"
Twice in one week!?!?!?!,"# ::snt Twice in one week!?!?!?!
(r / rate-entity-91
      :ARG1 2
      :ARG2 (t / temporal-quantity
            :quant 1
            :unit (w / week))
      :mode expressive)"
delete this you idiot,"# ::snt delete this you idiot
(s / say-01
      :ARG0 (ii / i)
      :ARG1 (d / delete-01
            :mode imperative
            :ARG0 (ii2 / idiot
                  :domain (y / you))
            :ARG1 (t / this))
      :ARG2 ii2)"
