text_id,text,task_2
60c5d7495659ea5e55df0b3d,@pathansumaya @warispathan @aimimnational #KindAttnPMNarendraModi  #coronasecondwaveinindia #ModiMadeDisaster HENCE  #ResignModi    #BJP #RSS LIARS   I WAS SHOUTIN SINCE  CHILDREN'S DEATH IN UP #RSSTerrorists BANNED BY SARDAR PATEL DIDN'T LISTEN   #शेरनहींभेड़ियापाललियाभक्तो   #MautKaSaudagar,HATE
hasoc_hi_43,सब्जी काटने वाले चाकू को तलवार के रूप में रखने वाली एजेंसी ट्राली के हाइड्रोलिक को रॉकेट लॉन्चर और अल्लाह मुहम्मद लिखे हुए पोस्टर को आईएसआई से जोड़ने वाली एजेंसी व लौहे के चूरे को बारूद और देसी कट्टो को विदेशी राइफल तथा विदेशी पिस्टल बताने वाली एजेंसी को ये हथियार क्यो नही दिखते ,OFFN
hasoc_2020_hi_2017,@ashutosh83B ये तो उन अनपढ़   गवारो ओर झाहिलो  को समझना होगा। जो बालाकोट के ऊपर सबूत मांग रहे थे।ओर अब भी सेना के ऊपर प्रश्न लगा रहे है।मूर्खो को भी ये बात समझ आ जायेगी की अगर कोई विमान नीचे उड़े तो राडार तो नही पकड़ेगा। लेकिन आँखे उसको पकड़ सकती है। पत्रकार इतना अनपढ़ होगा सोचा नही था कभी।,HATE
hasoc_hi_6148,मादरचोद मुस्लमान का नाम लेने से डर लग रहा है अगर यही हमला मसजिद पे हुआ होता तो सभी हिंदू आतंकवादी हो गए होते देश में सहनशीलता फैल गई होती अवार्ड वापसी गैंग सक्रिय हो गए होते लेकिन अभी सभी की मां चुद गई है,PRFN
hasoc_2020_hi_1976,RT @Bhaktnamoka  ब्रिटेन सरकार का बडा खुलासा लंदन मे वोटिंग भी कर चुके हैं राहुल गांधी अब तो चुल्लू भर पानी मे डूब मरो चमचों  अग्रिम श् ,HATE
60c5d7495659ea5e55df1a97,#ModiKaVaccineJumla जो bc कल तक हम वैक्सीन नही लगाएंगे कह रहे थे वे आज हमको पहले लगाओ कह रहे हैं सालो जिस मुँह से खाते हो वही से हगते भी हो,PRFN
hasoc_hi_6693,भेनचोद करिया भोसड़ीवाला  कलमुँहे तेरी वजह से लेक्चर सुन रहा हूँ यहाँ  तू साले दिख जा कही भेन के लवड़े ,PRFN
60c5d7495659ea5e55df0c36,पूरे गुजरात को आग के हवाले कर दिया और आग किसने लगाया सभी जानते हैं किन्तु बहुसंख्यक समुदाय के मूहँ में ताला लगा रहता है किन्तु जैसे ही किसी मुस्लिम की बात आती है तो गिद्ध भी खामियां निकालने पहुँच जाते हैं      #JusticeForShahabuddin,HATE
60c5d7495659ea5e55df0d38,पत्रकारों की पुरजोर मांग है कि जो कमीने हरामखोर नेता पत्रकारों की खरीद फरोख्त करते हैं वो एक IPL सरीखी व्यवस्था के तहत करें। ,PRFN
hasoc_hi_7277,क्योंकि वहा योगी हे यह सूअर हमारी बिरादरी का पर साला ढोंघी हे,HATE
60c5d7495659ea5e55df132e,@TheMukeshK दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी    कोरोना दिखा किन्तु अब हिंसा   लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं   #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence,HATE
hasoc_hi_5885,रंडी के बच्चे  बिना बाप के  मादरचोद पाकिस्तानी जात  के कुत्ते   जाके देख रिकॉर्ड  में कैसे मैया  चोदता  था तुम्हारी ये   भिखारी  देश के भिखारी भड़वे मादरचोद,PRFN
60c5d7495659ea5e55df1427,@awasthis @ABPNews मीडिया ने तो 6 सालो से चेहरे पर मास्क पहना है की वो पत्रकार है लेकिन हकीकत में मीडिया और पत्रकार तो चाटुकारी कर रहे है। इतना दोगला देश में कोई नही  इनका बाप भी नही  जितना देश का बिकाऊ मीडिया है। दोगला,HATE
60c5d7495659ea5e55df1c85,To इस्तीफा गेंग  तुम्हें कोई भीख न दे  माँ बहन की गाली न दे  तुम्हें इस्तीफा क्यों दे   देश के लोगो के लिए कुछ करते तो हो नहीं  खली ट्विटर पर आ कर इस्तीफा मांग रहे हो  एक काम करिए आप इस्तीफा दे दीजिए  देश आपका उपकार कभी नई भूलेगा।  #ModiResign #ModiKaVaccineJumla  #ResignPMmodi,HATE
60c5d7495659ea5e55df0b70,देखिए आज मोदी जी संबोधित करेंगे 5 बजे शाम में देश को  मौत के मुँह में धकेलकर और संबोधित करेंगे कि मित्रो अब तुम भाड़ में जाओ फिर भी हम ही  प्रधानमंत्री बनेगे    जो उखाड़ना हो उखाड़ लो || ◆देश का नेता कैसा हो भोसड़ी वाला जैसा हो ◆ ★★जय हो ★★ @narendramodi  @NitishKumar,PRFN
hasoc_hi_4366,अब ये हलाल करके बच्चे पैदा करेगी  क्यो की कुराण मे लिखा है की औरत बच्चे पैदा करणे की खेती है  अब ये रंडी बुरखा पहन के घर मे acting करेगी,OFFN
hasoc_2020_hi_1031,RT @priyankagandhi  शहीदों के नाम पर वोट माँगकर उनकी शहादत को अपमानित करने वाले प्रधानमंत्री ने कल अपनी बेलगाम सनक में एक नेक और पाक इंसान ,OFFN
hasoc_hi_600,याद कीजिए कि एक झूठ फैलाया गया  था कि अलीगढ़ विश्वविद्यालय में रमज़ान  के दौरान गैर मुस्लिम छात्रों को भोजन  नहीं मिलता जो कि बेबुनियाद आरोप था  जिसके बाद वहाँ के गैर मुस्लिम छात्रों ने  खुद सामने आकर हकीकत बताई थी।  तब भी मीडिया ने इस फेक खबर को तुल  दी थी   रिपब्लिक वाले अकेले थोङी हैं,OFFN
60c5d7495659ea5e55df0c30,कांग्रेस ने एक नचनीया को युपी के मुसलमानो का वोट लेने के लिए तैयार कर रहा है जरा बच के यही कुर्दोगोलु दलाल है पैसे पर बिकते हैं,HATE
hasoc_hi_3670,चुप भोंसड़ी के भड़वे साले  पैदाइस ये हलाला  औलाद ये सुअर  गांड ये जगह निकलने की तुम्हारी,PRFN
60c5d7495659ea5e55df0cf8,@RahulGandhi   ने पहले ही बोल दिया था कि जिसको जाना है वो जाए  जाने वालों को कोई रोक नही सकता  फिर ये दलाल मीडिया छाती क्यों पीट रही है ,HATE
hasoc_2020_hi_3535,RT @smarwadi786  अच्छा हुआ कांग्रेस ने 70 साल में हर गाँव में स्कुल बनाये नही तो मतदान करने मोदी जी के बनाये शौचालय में जाना पड़ता,OFFN
hasoc_hi_715,भाई जैसे दिल्ली मे चुनाव आएगा हिन्दू मुस्लिम की बाते जोरो से होने लगेंगी  हिदुत्व भी खतरे मे जा सकता है  क्योंकि जनता स्कूल हॉस्पिटल जैसे सुविधाओ देने वालो को वोट नही करती हिन्दू मुस्लिम पे ज्यादा वोट करती है।  जिसका फ़ायदा BJP दिल्ली मे भी उठाना चाहती है।  #TempleTerrorAttack,OFFN
hasoc_hi_1617,अबे सुअर की औलाद  इस तरह की बात करते  तुझे शर्म नहीं आई।  #नीच   निचता की ही बात करेगा।,PRFN
hasoc_hi_7733,अबे साले भोसडीके पहिली बात की ये ।तू हमे मत सिख भड़वे और एग्जाम की पहले ली अगर वापस देना ही नही था तो मुह से हगते क्यों फिरते तुमलोग बड़गांव अपने बाप को मत सिख मादरचोद तेरे UP बिहार जैसा कचरा हमे पैदा नही कारक रखा तुम लोग वह पैदा होते और पेट भरने के लिए या आते। @freedom2fight4,PRFN
hasoc_hi_5970,भड़वा रंग पहनते ही टीम इंडिया के दिल मे सुवरकर मेरा मतलब सावरकर का भूत घुस गया अंग्रेजो के सामने सरेंडर   भ   से  भड़वा भ  से  भाजपा,PRFN
hasoc_hi_5798,मैने अभी अपने मित्र को जाग्रत करने का प्रयास किया  लेकिन वो लात मार कर बोला 'सोने दे ना भेनचोद  11 बज  रहे है रात के ',PRFN
hasoc_hi_5760,साम्प्रदायिक’ रंग में रंगी टीम इंडिया ने तय कर लिया लगता है कि पाकिस्तान को बाहर से ही सेमीफ़ाइनल दिखाना है  इसे हार कहिएगा या ‘कूटनीतिक जीत’      भगवा देख के ही मुल्लों की फट जाती है    इंडिया तो आज भड़वा पहन के खेली है   चोद दो पाकिस्तान को आज,PRFN
hasoc_hi_5746,He is a #नीच also  Will all bjp leaders accept it too  #मनीशंकर,PRFN
hasoc_hi_2405,मादरचोद लांडे सब स्टेट को कश्मीर समझ रहे है  अब क्या  काँग्रेस सरकार है  ,PRFN
hasoc_2020_hi_2986,RT @BrijeshDeviIND  @pantlp @DRNRRAWAT @SachinPilot बहुत ही घमंडी  स्वार्थी इंसान है जैसे जैसे लोग जान रहे हैं सौन्दर्यशास्त्र का ग्लैमर ख ,OFFN
hasoc_hi_2157,अबे दलाल भड़वा  मोड़ी का पालतू कुत्ता  जो जबरन बुलवा के मार रहा है उसपर बोल बे गाँडू । पालतू कुत्ता। कितना मुहँ से शौच करोगे,PRFN
60c5d7495659ea5e55df19e2,@JitinPrasada दोगला   ,OFFN
hasoc_hi_4733,जबतक फांसी का प्रावधान नहीं लाएगी सरकार तबतक हमारे देश की बच्चियों के साथ यही होता रहेगा  और इन हत्यारे  बलात्कारियों के समर्थन में तिरंगा यात्रा निकालने वालों को भी साथ साथ फाँसी होनी चाहिए   कानून बनाने से बनता है  हवाबाज़ी से सरकारें नहीं चलतीं हैं  #StopRape,OFFN
hasoc_hi_6027,Me  hey siri  Siri   Me  hey siri  can u hear me    Siri   Me  hey u dumbfuck siri  can't u here me  Myphone  भोसडीके एंड्रॉएड है तेरे पास ,PRFN
hasoc_2020_hi_163,चप्पल तो बीजेपी वालो को लगने वाली हैं 23 मई को,HATE
hasoc_hi_2819,श्री #तबरेज़अंसारी के पूज्य पिताजी #मशूकर जी   15 वर्षो पहले ऐसी ही एक वारदात को अंजाम देते हुए दुष्ट ग्रामीणो के हाथो जन्नत के दीदार हेतु रूखसत हुए थे।    मगर उनका ये श्रेष्ठ कारनामा #लिंचिंग का रूतबा प्राप्त ना कर सका।    जिसके कारण मासूब तबरेज के बाल मन पर गहरा प्रभाव पड़ा।,OFFN
60c5d7495659ea5e55df1d83,दोस्तों  आओ हम सब सर्वसम्मति से महान अर्थशास्त्री  धुरंधर वैज्ञानिक  अंतर्राष्ट्रीय किसान  भयंकर सवर्ण दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं     सभी #समस्याएं समाप्त  #उदितराजकोअध्यक्षबनाओबे @DrUditraj  #CovidVaccine  ,PRFN
hasoc_hi_2241,यहीं तो हमारा न्यू इंडिया है  पहले भाजपा देश के अंदर धर्म जाती की राजनीति लाई      अब देश के जनता के लोगो के अंदर इतना भेद भाव कर दिया है BJP और गोदी मीडिया ने की यहां अब रेप करने वालो को धर्म से जोड़ के देखा जाता है।    शर्म आती है ऐसे लोगों की सोच के लेकर क्या बना डाला इस देश को।,HATE
hasoc_hi_253,तुम जैसे हिंदूद्रोही गद्दार & मुगलो K तलवे चाटने वाले ही अब ज्ञान बांट रहे हैं क्योंकि इस जिहादी हमले में मुस्लिमों की आतंकी भीड़ ने हमारे मन्दिर को तोड़ा है अगर इसके उलट हिन्दू कुछ बोल भी दे तो तुम लोग & ये पालतू केजरीवाल सैकड़ो ट्वीट करता अब ज्ञान न पेल तू सुअर । #TempleAttack,PRFN
hasoc_2020_hi_4372,RT @Mahadev09627571  सील मेरा तोड़ दिया उसने बुरा क्यु मनुउसको हक़ है वो मुझे प्यार करे या न करे ,OFFN
hasoc_2020_hi_3351,प्लेन को बादल में छुपवा दिया  ये आदमी पीएम होकर कैसे इतना झूठ  ऑन कैमरा बेशर्मी से बोलता है भाई हिम्मत और बेशर्मी की दाद देनी पड़ेगी @ModiLeDubega ,OFFN
hasoc_hi_4441,ये भड़वा साला आर्टिकल 15 देखने मे व्यस्त है,PRFN
hasoc_2020_hi_122,RT @PriyaVerma  जो लोग कहते है कि हम संसद को नही मोदी को देख कर वोट दे रहे है तो वे अपनी बेटी का विवाह दामाद को देख कर नही ससुर को दे ,OFFN
hasoc_hi_1118,साले बेहेन के लौड़े ये तेरी ही नाजायज़ औलाद हैं। मुसलमानो को बदनाम मत कर रंडी के बीज। दम है तो एक मर्द की तरह मिल फिर तुझे तेरी सही औकात बताता हूँ।,PRFN
60c5d7495659ea5e55df0df9,@Ravishsir1 @JalebiBai तुम कमीने जैसे लोग योगी के नाम लेने लायक नहीं हो,OFFN
hasoc_hi_7208,या परबरदीगार तू आपना कहर बरसा ईस हरामी पर,OFFN
hasoc_hi_1889,Yogi ji ke purv janmo ka pap hai        jise up ki janata bhugat rahi hai ,OFFN
hasoc_hi_6700,1977 से 2019 तक EVM संसद से लेकर न्यायपालिका तक हर कसौटी पर खरी उतरी है।    EVM से अब तक 113 विधानसभा और 4 लोक सभा चुनाव हुए हैं और विभिन्न दलों को उसी EVM से सत्ता में आने का मौका मिला है लेकिन अब कुछ दल चुनाव हार गए तो रो रहे हैं  पीएम मोदी,HATE
hasoc_hi_7193,ऐसे भी बुखारी पाकिस्तानी एजेंट है  हरामि ने नवाज़ कि डीपी लगा रही है,OFFN
hasoc_hi_1926,A case of जिसका भला माँ का दूध पीने से नही हुआ वो बाप का लुंड चाट कर क्या उखाड़ लेगा । MC तुमको multi billion डॉलर का chinese american european industrial pollution नही दिख रहा  pacific garbage patch नही दिख रहा but गाय के पाद से pollution हो रहा है  shariya law में ठीक रहोगे तुम,PRFN
hasoc_hi_6341,90  बाहुबली हिंदू समाज से और सीबीआई केस दर्ज कर रही अतीक अहमद पर।ये पक्षपात नहीं तो और क्या है    बाहुबली अतीक अहमद पर CBI ने दर्ज किया केस  प्रॉपर्टी डीलर को जेल में पीटने का था आरोप      Source   'OneIndia' via Dailyhunt    डाउनलोड करें    ,HATE
hasoc_hi_7445,रुबीका मेहनत तों कोठे पर भी होती है   जा बैठ जा साली रंडी,PRFN
hasoc_hi_6225,देश का मुस्लिम डरा हुआ है   डर से दिल्ली मे दुर्गा मंदिर तोड दिया   वाह   रे हिन्दुस्तान    #सुअरमुसलमानोभारतछोड़ो,PRFN
hasoc_hi_6963,क्या गांधीजी भी मरते वक़्त  भेनचोद ने गान मार ली  बोले थे  ,PRFN
hasoc_hi_1142,तू जैसे #घटिया आदमी को भारत में रहने का कोई अधिकार नहीं है #नीच   #भगवानश्रीरामकाअपमानकरेगा  #भगवानश्रीकृष्णकाअपमानकरेगा  #राक्षसकुलकाहैतू,HATE
hasoc_hi_6826,एक देश एक चुनाव पर जिस तरह मोदी जी जोर देकर सभी पार्टियों से वार्ता करना चाहते है    काश यही समझ और नीति वह देश के गिरते जलस्तर बढ़ते सूखे की समस्या बढ़ते अपराध के लिए भी दिखाते    सच ही है अब देश का नेतृत्व केवल सिर्फ़ राज करने के लिए किया जा रहा है काम करने के लिए नही।,OFFN
hasoc_hi_4284,@PMNepal @brb1954 @GovtofNep @KTnepal सरकार देशलाई रंडि को नाच न नचा । आफ्नो फाईदाको लागि जईले मन लायो बन्द गर्यो जुन पार्टिले पनि । अलिकती लाज छ भने देश बन्द गर्ने संस्था हरुलाई कार्यवाही गर । विश्व भरीनई हांसो भाको छ चोरहरु ले देश चलाउदै भनेर । Have so,PRFN
hasoc_hi_5512,18 साल का सैनिक शहीद हुआ तो वह बच्चा नहीं था और     25 साल का पत्थरबाज मारा जाए तो वह बच्चा था   कौन सा नशा करते हो दोगले  #SundayMotivation,OFFN
60c5d7495659ea5e55df1b5c,@iyctripura @Narwalinc @priyankagandhi @IYC @INCUttarPradesh @IYCUPWest @INCUPEast @NSUIUPWest @NSUIUPCentral @pankhuripathak दीदी होगी तुम्हारी  रंडी साली हमारी दीदी कब से होगी,PRFN
hasoc_hi_1356,बुर्का भी केवल लाचार औरतों के लिए है     दम है तो तैमूर की अम्मी  शाहरूख की बेटी  जावेद अख्तर की पत्नी को पहनाकर दिखाओ। ,HATE
60c5d7495659ea5e55df13fd,अरे मुसलमानो कब तक मरते रहोगे  #JusticeForShahabuddin,HATE
hasoc_2020_hi_633,@ppbajpai वाजपेई जी अभी तो चुनाव में खड़े हो रहे हैं शख्स का नामांकन ही  रद हो रहा है अगर 5 साल और भाजपा रही ना तो सांस लेने रोड में चलने सब पर पाबंदी लग जाएगीTelevision पर सिर्फ नमो टीवी का कबजा होगा और चाह कर भी कोई कुछ नहीं देख पाएगा सच हमेशा के लिए विलुप्त हो जाएगा,HATE
60c5d7495659ea5e55df1983,@SuvenduWB @BJP4Bengal @BJP4India @JPNadda @DilipGhoshBJP बेहतर यही होगा की आप सभी अपने घरों मे रहिये सुरक्षित रहिये जो मर रहे हें उन्हे मरने दीजिये   आप का अपना पी एम  कायर  गोदी   #spinelessmodi #SpinelessBJP #spinelessshah  #BjpDestroyedIndia #BJPFailsIndia  #ModiHataoDeshBachao #BengalBurning,OFFN
60c5d7495659ea5e55df16cc,ये कैसा उन्माद '  सदियों में न हुआ होगा यह ऐसा कृत्य घृणित है  टैगौर विवेकानंद सुभाष की भूमि आज हुई लज्जित है |  #BengalBurning #BengalViolence ,HATE
hasoc_hi_2251,भैया ब्लॉक कर दिया मैंने तो इस #नीच को  क्या मालूम अपनी मां बहनों को भी ऐसे ही बोलता हो  संस्कार ही गुफा के हैं इनमें   ,PRFN
60c5d7495659ea5e55df141b,तो उस कमीने पर कोई कारवाई शुरू की गई या नहीं   छोड़ना नहीं चाहिए । ,OFFN
hasoc_hi_4265,भक्तों ने सबसे पहला फोटोशॉप तब किया था जब अपने बाप की शक्ल हटाकर #नीच मोदी की शक्ल चिपकाई थी।  उसके बाद पैसा कमाने का धंधा मिल गया ,PRFN
hasoc_2020_hi_2422,RT @aamrapali108  रमजान शुरू लेकिन मजाल है नेता टोपी लगा ले यह खोफ ही है वरना अभी इफ्तार के पत्तल चाटते होते  मोदी है तो मुमकिन है,HATE
hasoc_hi_4121,धोनी देख क्या रहा है एक आद की गांड़ पे लात मार    हमेशा याद किये जाओगे  ,PRFN
hasoc_hi_381,#आतिशी जैसों को #हारना ही चाहिए   बहुत सही किया #दिल्ली    #प्रज्ञाठाकुर ही #देश के बच्चों का #भविष्य बना सकती है ,HATE
hasoc_hi_4922,तेरी औकात तो एक विधायक बनने की नहीं है भड़वे    और भेनचोद बड़ी बड़ी बकचोदी कर रहा है   तुझे तो तेरी औकात जनता ने दिखा दी   कही जाके अब तो   डूब मर   भड़वे   ,PRFN
hasoc_2020_hi_1960,मै  चुनाव लड गया तो मोदी के पैरोंतले जमीन खिसक जाएगी राबर्ट वाड्रासाला जब भी बात करेगा जमीन की ही बात करेगा है,OFFN
hasoc_hi_2525,तारिक फतह की बात दिल को छू गई । कि  कश्मीर के पत्थरबाज इस्लाम वाले है इसलिए जिंदा है हिन्दू होते तो हर सरकार गोलियो से भून देती,HATE
hasoc_hi_2189,कायदे से आज थाला को बैटिंग का मौका नही मिलना चाहिए वरना थाला गाँड कूट देगा  इंडिया की  ,PRFN
hasoc_hi_6539,ताऊ @Lundamental  का छोटा नून्नु देख कर मादा मछली ने देने से किया इंकार   और पड़ोसी कछुए ने अदभुत गांड देखकर ताऊ की गांड मारकर बाहर फेंका   ,PRFN
hasoc_hi_359,जो बात मीडिया वालों से हम सबको और विपक्ष को कहनी चाहिए थी वो बात कैलाश चचा ने कह दी   अब इसपे कोई न्यूज चैनल और दलाल एंकर आपत्ति भी नही जताएंगे क्योकि सही इंसान ने पत्रकारों की औकात दिखाई है।  इतना सब कुछ होने के बाद भी मैं पूरे भरोसे से कह रहा हूँ ये दलाल दलाली करते रहेंगे।,OFFN
hasoc_hi_3343,सुन सुअर    यही किसी मस्जिद में खरोंच आई होती तो तेरी आतंकी कौम वाले सुअर पूरे देश मे हल्ला मचा दिए होते   अमेरिका को भी ये बात मालूम हो गयी होती   तुम सब साले ऐसा दिखाते की इस देश मे तुम सब पर बहुत जुल्म हो रहा है।। ,HATE
hasoc_2020_hi_2496,RT @Sunitakohhli  मेरा बदन लाजबाव है मेरे होंठौ का शराब सा हाल है वो कहता है जब भी पीता है मेरे शराब से होंठो को तो हो जाता है उसका श ,PRFN
hasoc_hi_5231,PM @NARENDRAMODI JI की तारीफ करने वाली #प्रज्ञाठाकुर को संसद भेज दिया और ख़िलाफ बोलने वाले पूर्व IPS @sanjivbhatt को जेल  क्या न्याय अंधा है या झुका हुआ है     #sanjivbhatt   @sanjaynirupam @RahulGandhi   @priyankagandhi @milinddeora   @Yogeshsagar09 @DeepakSinghINC,HATE
60c5d7495659ea5e55df130f,बॉलीवुड से एकमात्र Kangana Ranaut ही बंगाल हिंसा के विरुद्ध मुखरता से बोल पा रही हैं।  बाकियों के लिए मुद्दा तब बनता है जब मसला तबरेज का हो। कंगना का टि्वटर अकाउंट सस्पेंड कर दिया गया है।  #BengalViolence #BengalBurning #राष्ट्रपतिजीबंगालसंभालो,HATE
hasoc_hi_728,ऊसके मुंह में कटा हुआ जो ठुसा है।कैसे बोलेगा हरामी। ,HATE
hasoc_hi_3770,अभिनेत्री जायरा वसीम ने मुस्लिमो को  फिल्मों में करना हराम बताया तो क्या   सलमान खान   आमिर खान  शारूख खान  कैटरीना  मधुबाला  सैफ अली खान  और सब मुस्लिम अभिनेता और अभिनेत्री हरामी हैं  बोलो  जबाब दो,PRFN
60c5d7495659ea5e55df0aba,RSS is a public health threat   #कृषिकानूनरद्दकरनेपड़ेंगे #ResignModi #FarmersProtest ,HATE
hasoc_2020_hi_84,@sambitswaraj कांग्रेस में जो भी जाता  है उसका  सत्यानास  होता है  जैसा सिद्धू,HATE
hasoc_2020_hi_4059,RT @BKBhartiy2  अब यदि कोई बहन जी बोलेगा तो तो गोलीमार दूँगी   ससुरें  ने बहन जी बोल बोलकर जीवन भर कुंवारी रख दिया  ,OFFN
hasoc_hi_6382,आप देखना मिडिया इतना रंडी विलाप करेगी और कांग्रेस वोट के लिए अगले एक हप्ते में ही दोबारा जाँच का नाम देकर उसे पीड़ित निर्दोष और फरिस्ता घोसित कर देगी ।,PRFN
