text_id,text,task_2
hasoc_2020_hi_2757,RT @RaginiRagu  तरफदारी उसकी करो जो तुम्हें सही लगेदोस्त भी अगर गलती करे   तो कह दोये नहीं कि दोस्त की गलतियों को ढक करउसे और गलतियाँ ,NONE
hasoc_hi_6780,संसार गोलो छ छैन थाह भयेन तर त्यहाँ भित्र  बसने मान्छे   चै हरामी छन,OFFN
60c5d7495659ea5e55df1360,@thewirein हो या  @scrollin हो या @ndtv बंगाल में @NTCPOfficial की हिंसा पर @MamataOfficial की निंदा की जगह इसे जायज ठहराने में व्यस्त है लिबरल मीडिया । यहाँ तक कि @ravishndtv ने भी अभी 72 बीघे वाला पोस्ट नही किया। #Bengalisburning  #BengalViolence  #BengalBurning,NONE
hasoc_hi_3108,राजस्थान के सीएम अशोक गहलोत का पीएम मोदी पर हमला  कहा धर्म के नाम पर लोगों को गुमराह किया गया  #Modi #ModiGovt,NONE
hasoc_2020_hi_3199,#mothersday हर युग में मात पिता मिल सकते हैंसतगुरु और सेवा और बंदगी यह बड़ी मुश्किल से मिलते हैं इसीलिए परम पिता परमेश्वर का सबसे ऊंचा स्थान बताया है ,NONE
hasoc_2020_hi_271,@raghavchadha @ArvindKejriwal अगर तू जीता तो झाड़ू मिलेगी इनाम में अगर अगर हारा तो झाड़ू मिलेगी गांड में फिर बन जाएगा मोर और नाच कर दिखाएगा,PRFN
hasoc_hi_1481,भेनचोद कांग्रेस सरकार ने लाइन अटैच कर दिया   मुस्कुराइए आप कमलनाथ कुत्ते की सरकार में है ,PRFN
hasoc_2020_hi_3216,@sherryontopp अरे नकली सरदार  कोयल का क्यों सेक्स चेंज कर रहा है  कोयल चुप रहती है रहता है नहीं। पप्पूमूत्र का असर कुछ ज्यादा ही होने लग गया है। डोज़ थोड़ा कम लिया कर।,PRFN
60c5d7495659ea5e55df0569,@ppbajpai तू मेरे को ये बता तेरी सुनता कौन है  तुम को तो तेरी अपनी गली का कुत्ता न काटे क्योंकि बाकि तू खुद समझ ले न समझ आये तो पूछ लेना,PRFN
hasoc_2020_hi_3391,RT @Rajivmehra27  मैंने पायलट को कहा प्यास लगे तो बादल में स्ट्रा घुसेड़ कर पानी पी लेना लेकिन प्लेन से बाहर मत निकलना  रडार पकड़ लेगा   ,NONE
60c5d7495659ea5e55df0885,मध्यप्रदेश में  भी वैक्सीन लगवाने में असमर्थ  है कहाँ है मोदी का वैक्सीन   #ModiKaVaccineJumla,NONE
60c5d7495659ea5e55df067f,त्रेता युग में कबीर परमेश्वर मुनींद्र नाम से प्रकट हुए तथा नल व नील को शरण में लिया। उनकी कृपा से ही समुद्र पर पत्थर तैरे। #MustListenSatsang #GodMorningWednesday #इनकोमिलेपरमेश्वर #SatlokVSPrithviLok #सतभक्तिसंदेश     Kabir #सत्संग #जयभिम #ResignModi #जीवनरक्षककबीरभगवान,NONE
hasoc_2020_hi_273,RT @MadhuCh11933439  गठबंधन के गीदड़ नही मोदी जैसा शेर चाहिएहर हर मोदी ,NONE
60c5d7495659ea5e55df075a,शराबी असली देशभक्त है  जो महंगी शराब खरीद कर देश की कोरोना से लड़ने के लिए आर्थिक रूप से मदद करेंगे  #CoronaPandemic #CovidIndia #COVID19 #ResignPMModi #ResignModi #YogiJhootaHai ,NONE
60c5d7495659ea5e55df1d15,हम आतिशे सोज़ां में भी हक़ बात कहेंगे  कुंदन  की  तरह  दहर  में  ताबिंदा रहेंगे   तारीख़ बताती है कि हर दौर ए सितम में  हम ज़िन्दा थे हम ज़िन्दा हैं हम ज़िन्दा रहेंगे   #JusticeForShahabuddin ,NONE
hasoc_hi_4287,करोड़ो #हिन्दू है जो #मुस्लिम को भाई मानते और करोड़ो मुस्लिम हिन्दू को भाई मानते हैबस #चंद हजार #कमीने है दोनों में जिनको इससे #तकलीफ है     @Salman87284697   @MuslimAwaz   @AliSohrab007   @VoiceofmyBharat   @AshrafFem   @khanumarfa   @RockingNaina,OFFN
hasoc_2020_hi_583,RT @maorya83  @ArvindKejriwal सबूत मांग लेते सर जी लगे हाथ।दिल्ली पूछे एक सवाल।।फिर कब पिटायेगा केजरीवाल।।,OFFN
60c5d7495659ea5e55df06b0,@narendramodi अजीत सिंह के लिए आप का शोक व्यक्त करना बिल्कुल सही है लेकिन बंगाल में जो मासूम भाजपा कार्यकर्ता मारे जा रहे हैं बेटियों का बलात्कार हो रहा है क्या उस पर आपको कुछ नहीं बोलना चाहिए कृपया करके उन मासूमों के आंसू को पूछने का प्रयास कीजिए #BengalBurning,NONE
60c5d7495659ea5e55df06ae,@DrSantoshvyas1 कब तक हम इनकी हरामी औकात बताएंगे अब इतिहास के किस्से सुनाने की नही बदला हुआ इतिहास लिखने की जरूरत है,NONE
hasoc_2020_hi_665,वाह       कुछ बोले न और बोल भी दिए     भाई वाह     ,NONE
hasoc_hi_2037,इस हरामी को चौराहे पर उल्टा लटका कर मारो।  कानून तो सत्ता के हाथ की रखैल बन चूका तभी मुजरिमों की हिम्मत बढ़ गई है।  वरना एसे पागल कुत्तों को चैराहे पर गोली मार देनी चाहये।,OFFN
60c5d7495659ea5e55df13bf,Trending now  #नरेंद्रमोदीग्लोबलपप्पूहै  #मोदीभगाओदेशबचाओ  #मोदीइस्तीफादो  #ResignModi  #ModiMustResign ,NONE
hasoc_hi_323,#BreakingNews | #YesBank ने रिलायंस पावर के शेयर गिरवी रखे      @YESBANK @reliancepower,NONE
hasoc_2020_hi_1939,RT @SohailBobby  भक्तो पिताजी गठबंधन सरकार की वकालत करने लगा कहाँ तो थेल अतेला तलता है  अब क्या हो गया कहाँ तो प्रचंड बहुमत मिल रहा था ,NONE
hasoc_hi_2552,ये स्टाम्प में पीछे ज़रा सा पिल्ला अपनी खूब माँ चुदवा रहा है आज  इसकी तो बॉलिंग के समय गांड फाड़ेंगे #INDvBAN,PRFN
hasoc_hi_1568,ले भोसड़ीके @RahulGandhi राफेल का झूठ भर ले अपनी गांड में     #ExitPoll2019,PRFN
60c5d7495659ea5e55df1ac4,एक कुतिया बनाएँ                            Bella Poarch ,PRFN
hasoc_2020_hi_889,RT @PrakashChouhan  थोड़ी तो शर्म करो रे दोगलो खुद को देश भक्त कहते हुए तुम्हारी जुबान कट के गिर क्यों नही जाती ई ,OFFN
hasoc_hi_2740,हरीयाणा का एक सड़क छाप मंत्री क्या बोला पता है  रामरहीम का व्यवहार बहुत ही अच्छा है   अबे भुतनी के एक हफ्ता  अपने घर में भी रख के बता   9 महीने बाद पता चल जायेगा   कितना अच्छा है    ,OFFN
hasoc_2020_hi_2735,RT @Itzaziz  गोभी जी सोचे थे कि रमजान में मुसलमान वोट नहीं करेगा  उसे ये कहां मालूम था की मुसलमान रोजे की हालत में और ज्यादा करेगा    आ ,NONE
60c5d7495659ea5e55df1702,@Sachin88617922 #ਕਿਸਾਨਮਜ਼ਦੂਰਏਕਤਾਜਿੰਦਾਬਾਦ #KisanMazdoorEktaZindabaad #ResignPMModi #FarmLawsNextPandemic  #5MonthsOfFarmersProtest  #KisanBoleNoVoteToModi  #5MonthsOfFarmersProtest  #आजआक्सीजनकलरोटीजायेगी #NoVoteToEvilModi #ModiHataoDeshBachao #FarmersProtest,NONE
60c5d7495659ea5e55df1064,बस निंदा ही करेंगे सर जी  या हमारे कार्यकर्ताओ की जान की रक्षा के लिए कुछ करेंगे भी या नही    #SaveBJPKaryakartas  #HindusLivesMatter  #JusticeForSaswatiJana #JusticeForBengalBJPKarykarta  #BengalViolence  #BengalBurning  #PresidentRuleInBengal  #CruelMamata  #Article356 ,NONE
60c5d7495659ea5e55df1b52,यक़ीन नही हो पा रहा है।   #ShahabuddinSaheb #JusticeForShahabuddin ,NONE
hasoc_hi_3088,दरअसल गलती हम लोगों की है हम लोगों को भी चाहिए कि तोड़ फोड़ का जवाब तोड़ फोड़ से दे और मौत का बदला मौत ही दे एवं जैसे ही कमीने हरामी सेकुलर गैंग के लोग ज्यादा हो हल्ला मचाए तो असली मॉब लिंचिंग इन्हीं के खिलाफ करते हुए धो डालें,OFFN
hasoc_2020_hi_2920,RT @Me4Bharat  @INCIndia वो डिजिटल कैमरा जापान से आया था बेवकूफजापान की तरक्की से खुद की मूछों पर ताव देते कांग्रेसी *chuतिया ,PRFN
hasoc_hi_232,दिल्ली में मंदिर में तोड़फोड़ शर्मनाक  कानून व्यवस्था बीजेपी की जिम्मेदारी  कांग्रेस    #Delhi     ,NONE
60c5d7495659ea5e55df0e77,दूध में पानी  अनाज में कंकड़  सब्ज़ियों में Oxytocin के Injection  मसालों में रंग और ना जाने किन किन चीज़ों में क्या क्या मिलावट करते हैं लोग और बड़ी मासूमियत से पूछते हैं कि यह अज़ाब हम पर ही क्यों आया    #COVID19 #IndiaCovidCrisis #Covid19IndiaHelp #IndiaFightsCOVID19,NONE
60c5d7495659ea5e55df1781,Dear Votic Secular Parties  सब याद रखा जाएगा        #JusticeForShahabuddin,NONE
60c5d7495659ea5e55df1a7e,अब काहे चुप है   तेरी माँ मरगयी का या बहन किसी मूलमान के साथ भाग गयी नोटि #BengalBurning ,OFFN
hasoc_2020_hi_4367,माँ के संस्कार ही बच्चे के जीवन में काम आते हैं  जैसै माँ महँगीबा  बापूजी को ईश्वर के प्रति दृढ़ विश्वास बढ़ाने के लिए मक्खन मिश्री रखकर कहती थी ये भगवान ने प्रसाद दिया है #HappyMothersDay,NONE
hasoc_hi_5457,ये मादरचोद जातिवाद कें कीड़े भेनचोद नहि बोलेंगे,PRFN
60c5d7495659ea5e55df0a85,वाह क्या सिस्टम है हत्या भी हुई सबूत भी मिट गया और कातिल भी कोई नही। #JusticeForShahabuddin ,NONE
hasoc_2020_hi_4108,भारतिय सेना से दुश्मन देश थर  थर कांपती है तो देश अन्दर का दुश्मन की क्या औकाद की भारतिय सेना के सामने चुनाव लङ पाती।तेज बहादुर जिन्दाबाद तु ने साबित कर दिया की चुनाव आयोग किसी एक पार्टी की भङवा बन गई है। देश खतरे में है जनता का भविष्य भी अंधकार ही होगा।,HATE
hasoc_hi_3161,राजनीति में एक #आतंकी आ गई हैं #प्रज्ञाठाकुर कभी शहीद का अपमान कर रही हैं तो क़भी राष्ट्रपिता की हत्यारे का सर्मथन,OFFN
hasoc_hi_4499,जब गांड पर गाली पड़ने लगी तो दिल्ली के मन्दिर की याद आ गयी सूअर  3 दिन से कहाँ मर गया था तू,PRFN
60c5d7495659ea5e55df0fe9,हम लोग सोचते थे के RJD साथ है मगर एक धोका के सेवा कुछ नहीं  याद रखना @yadavtejashwi ये भूला नहीं आएगा @RJDforIndia #JusticeForShahabuddin ,NONE
hasoc_hi_3832,सुअर का अगर कोई अपडेट होता तो  अपडेट होने के बाद वो बांग्लादेशी क्रिकेट फैन होता ,HATE
hasoc_hi_4092,पत्ता पत्ता बूटा बूटा दिल के गुलशन का आज क्यों ख़ामोश है  जहां हर वक़्त रंगीनियां और बहारे थी अब नही वो जोश है     अशोक मसरूफ़  #बज़्म #TMG #दिल #अदब #शायरी #kavya  #बज़्ममासिकप्रतियोगिता #बज़्मएइख़लास  #हिंदीशब्द #शब्दनिधि #शब्दशक्ति #शब्द   @queenhoon11 @KavitaKosh   @kuchshabd,NONE
60c5d7495659ea5e55df0f6d,अलविदा शेर ए बिहार सहाबुद्दीन साहब  अल्लाह आपकी मग़फ़िरत फरमाए  आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए   #JusticeForShahabuddin ,NONE
60c5d7495659ea5e55df11fb,@Rautparody61 मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #ResignPMModi  #ModiHataoDeshBachao ,NONE
60c5d7495659ea5e55df18b8,@TheAbhishekIND योग दिवस आते ही कई भाजपा नेता और योग गुरु ग्रीन फंगस लोगो से मनुहार करने लग जाते हैं कि प्लीज आप भी योग कीजिये न योग का हिन्दू धर्म से कोई लेना देना नही जबकि बोलना तो ये चाहिए कि हां योग का सम्बंध है हिन्दू धर्म से  करना है तो करो वरना भाड़ में जाओ मेरी बला से,OFFN
hasoc_2020_hi_1618,@abhisarsharma धीरे से अपने पीछे घुसा ले    दलाल,PRFN
hasoc_hi_1835,आज भाजपा मुख्यालय में हमारे राष्ट्रीय अध्यक्ष आदरणीय श्री अमित शाह जी के साथ श्रधेय श्यामा प्रसाद मुखर्जी जी को उनके बलिदान दिवस पर पुष्पांजलि अर्पित की।  देश की अखण्डता के लिए दिए गए सर्वोच्च बलिदान के लिए  देश सदैव उनका कृतज्ञ रहेगा ।,NONE
hasoc_hi_5446,Liberals ko Thokne ka time aagaya hai  n this imbecile @RahulGandhi will make him naked     @priyankagandhi @sampitroda @ShashiTharoor @KapilSibal @PChidambaramIN @KamalnathINC @ShekharGupta @SoniRazdan @dhruvrathee @RamGuha @yadavakhilesh @ReallySwara,OFFN
hasoc_2020_hi_24,सोनिया चर्च मेफादर   किसी को सचिन हुआ विराट हुआ धोनी  युवराज  हुआ    मुझे पप्पू क्यों हुआ     फादर  अब  हुआ तो हुआ  फालतू में मेरे पे बिल मत फाड़इसमें तेरा घाटा मेरा कुछ नहीं जाता बाकि #आयेगातोमोदीही,OFFN
hasoc_hi_2107,#FactCheck  इन तस्वीरों का धर्म परिवर्तन से भी कोई लेना देना नहीं है  जानिये इन तस्वीरों से जुड़ा पूरा सच,NONE
hasoc_hi_7485,#RahulGandhi के #CongressPresident का पद छोड़ने के फैसले से पीछे नहीं हटने के बाद #Congress में इस्तीफों की झड़ी लग गई है। गोवा कांग्रेस अध्यक्ष और दिल्ली कांग्रेस के कार्यकारी अध्यक्ष समेत 120 से ज्यादा पदाधिकारियों ने अपने पद से इस्तीफा दे दिया है।,NONE
60c5d7495659ea5e55df0cb5,ये मोहतरमा जिस गाली गलौज और अभद्रता को नारीशक्ति कह रही हैं वह नारी शक्ति का अपमान हैं यह अशोभनीय कृत्य का महिमा मंडन करना कांग्रेस जैसी पार्टी के संस्कार हैं   सनातन संस्कृति में उसे फूहड़ संस्कारहीनता घटियापन और औरत का नँगापन कहा जाता है जो बहुत ही शर्मनाक व अपमानजनक हैं      ,HATE
hasoc_hi_133,तेरे जैसे भडवा ओर हारामखोर दुनिया में नहीं होगा । तु ऐएक हिंदुस्तानी कहने का लायक नहीं । तुने देखा नहीं कल कैसे J A I कि video जो पुरा international media दिखा रहे थे ।,OFFN
hasoc_hi_3492,भगवा रंग तो ठीक है बस टीम सावरकर  ना बन जाए    क्योंकि सामने अंग्रेज ही हैं         #indiavsEngland #ENGvIND,NONE
hasoc_hi_1344,राजीव त्यागी जी ने क्या खूब कहा था #दल्ला भड़वा वैसे भी जब भी अमीश बोलता  है तो आंख बन्द कर भोकने वाले कुत्ते की याद आ जाती है।,OFFN
hasoc_hi_178,अबे रंडी के औलाद हलाला की पैदाइश अपने कुरान और कुरान की आयतो को अपनी गांड में घुसा कर रख।,PRFN
60c5d7495659ea5e55df0db5,पुर्व उपसभापति बिहार विधानसभा पारिषद एवं राजद के कद्दावर नेता सलीम परवेज ने राजद पार्टी छोड़ी #गद्दारRJD #JusticeForShahabuddin ,NONE
60c5d7495659ea5e55df116f,@BJP4India वालों धरना देने से कार्यकर्ताओं की हत्या न रुके तो एक बार चरखा भी चला लेना  #BengalBurning,NONE
60c5d7495659ea5e55df096a,#IndiaCovidCrisis | पति और बेटा गहने बेचकर मिले रुपयों से जरूरतमंदो को मुफ्त में दे रहे हैं #OxygenCylinder ,NONE
hasoc_hi_3655,नहीं माने राहुल  नए अध्यक्ष की तलाश शुरू  दो दलित चेहरों की रेस में सुशील कुमार शिंदे सबसे आगे    पढ़ें खबर        रिपोर्ट  @AshishSinghLIVE और @jainendrakumar,NONE
hasoc_2020_hi_2621,@Aabhas24 आप जितना भी समझा लो कंबल चोर जोशी नहीं समझेगा। उसका आईक्यू राहुल गांधी से भी ऊपर है।,OFFN
hasoc_2020_hi_939,RT @abhibajpai09  बचपन में मैं आम के खेत में आम चोरी करके बादल के पीछे छुप जाता था  माली का राडार मुझे पकड़ नहीं पाता था।  #EntireCloudS ,NONE
hasoc_2020_hi_2839,RT @1stIndiaNews  मौलवी ने छात्र से कुकर्म कर धार्मिक मर्यादा को किया तार तार #Churu #Rajasthan #Misdeed #RajasthanOnFirstIndia @ChuruPolic ,NONE
hasoc_hi_7255,मादर फेंकूँ इसमें भी दलाली खा गया   दीमक है भड़वा,PRFN
hasoc_hi_5453,वो हिन्दुओं की बता करोड़ों हिन्दू मार देंगे पर कभी सूअर मीडिया  ओर उन जैसा गधा मीडिया यह नहीं पूछेगा कि कश्मीर तो पूरा पंडितो का था ओर आज वहा एक भी देखने को नहीं मिलता है,OFFN
hasoc_2020_hi_268,@BSPSupporterl रामविलास कभी दलित अत्याचार पर नही बोले है क्योंकि वे एक पाल्तू नेता बन कर रह गये है।,OFFN
hasoc_2020_hi_3211,RT @Mj16111980  जान लेने पे तुले हे दोनो मेरी  इश्क हार नही मानता  दिल बात नही मानता   बेहपना मोहबतें   ,NONE
60c5d7495659ea5e55df0d29,RW के मूर्ख आपस में ही लड़ते हैं ये क्या लड़ेंगे वाम पंथ से,NONE
hasoc_2020_hi_42,@Areeebahere Hai aik wo khati hai,NONE
hasoc_hi_1668,शर्म शर्म शर्म  हिन्दुओ     लज्जाहीन हो चुके हो    बेग़ैरती कायरता हमपर  जँचती है  कोई अन्य क़ौम यहाँतक कि जानवर कुत्ते सुअर भी अपनी जगह घोषित करके फिर उसकी रक्षा हेतु जान पर खेल जाते हैं  पर हिन्दू   आहह कि दुनिया में ऐसी भीरू कायर क़ौम कहीं और नही मिलेगी ,HATE
hasoc_2020_hi_622,@rdpkumar7726 @myogiadityanath इसका माकुल जबाब मिलेगा  बस थोड़े दिन की ही तो बात है।,NONE
hasoc_hi_6596,सहन की भी एक सीमा होती है बहुत हुई तुम जेसओ को इज्जत मादरचोद भेनचोद रंडी की औलाद हलाला की पैदाइश पहले तमीज से बात करना शिख किससे बात कररहे तुम जैसे भाड़े के ट्टुओं के मुँह लगने की आदत नही सम्मान से कह सकता हु की सवर्ण समाज के लिए कुछ कररहा तुम्हारी तरह बिकाऊ नहीं,PRFN
60c5d7495659ea5e55df15e0,'ये कैसा उन्माद '  सदियों में न हुआ होगा यह ऐसा कृत्य घृणित है  टैगौर विवेकानंद सुभाष की भूमि आज हुई लज्जित है |  #BengalBurning #BengalViolence  @BJP4India @BJP4Rajasthan @narendramodi @AmitShah @HMOIndia @DrSatishPoonia @chshekharbjp ,NONE
60c5d7495659ea5e55df1119,मुँह मै राम बगल मैं छुरी  दिल की बात ज़ुबा पर आ ही जाती है। #COVIDEmergency  #CovidIndia  #IndianLivesMatter  #ModiResign  #vote #ElectionIndia #ModiKaVaccineJumla  #ModiMadeDisaster  #ModiAgainstDelhi  #ModiFailsIndia  #ModiMadness  #AndhBhakt  #OxygenEmergency ,NONE
hasoc_hi_1319,पैले नेपालका कम्निस्ट राजाको पाउमा दाम चडाएर दण्डवत गर्थे अचेल दिल्लीवाला साहेपलाई चढाउछन् ।।। यो होन्त असली कम्जिजम्   भोसडिके   ,PRFN
60c5d7495659ea5e55df14f5,जब पूर्व सांसद मोहम्मद शाहबुद्दीन की करोना रिपोर्ट नेगेटिव थे तो फिर उनकी इलाज में इतनी लापरवाही क्यों  #JusticeForShahabuddin,NONE
60c5d7495659ea5e55df10c7,देश को बचाना होगा @narendramodi को जाना होगा #ResignPMModi  #धर्मकेखालमेंदानव #ResignPMmodi  #कम्यूनलकोरोनाकेमरीज #RESIGN  #कालणेमी,NONE
hasoc_2020_hi_3204,RT @ZeeNewsHindi  #Exclusive  भ्रष्टाचार के खिलाफ थी मेरी लड़ाई  मुझे ही देशद्रोही बना दिया गया  #TejBahadurYadav #AbkiBaarKiskiSarkarh ,NONE
hasoc_hi_4860,लिंचिंग के लिए लालायित श्री #तरबेज ने उसी समय तय कर लिया था कि खानदान की परम्परा को न केवल आये बढायेंगे बल्कि पिता का खोया सम्मान #लिंचिंग के रूप मे अर्जित करके दम लेगें ।     बचपन से ही वो अपने उद्देश्य की प्राप्ति मे जी जान से जुट गये छोटी मोटी चोरियो मे उन्हे सफलतायें भी मिली।,NONE
hasoc_hi_3049,So you use toilet paper despite being a Banarasi   And you F off to a theatre  भोसडीके चूतिया पैदा हुए थे कि कोर्स किया है  Hope you won't block me for I used the same language which you did  ,PRFN
hasoc_hi_6598,दिनेश कार्तिक का 12 साल का इंतजार खत्म  मिल गया #ICCWorldCup में खेलने का मौका    #INDvBAN,NONE
hasoc_hi_7418,Kuchh andhbhakto ko koun samjhaye bs wo ex cm me kamiya nikalate rahte h unko yahi nhi pta ye wahi rajyapal mahodaya h jo bat 2 pe kami nikalate the akhilesh Gov me aj enko gyapan dekar jgana pd raha h aisi andhbakti kaha se late ho bhai       andhbhakt door rhe hmari post se,NONE
60c5d7495659ea5e55df1bc5,आज नम आँखो से शेरे बिहार रुख़सत  अल्लाह पाक ईनके परिवार को सब्र आता करे                  إِنَّا لِلَّهِ وَإِنَّ إِلَيْهِ رَاجِعُونَ      #Shahabuddin #JusticeForShahabuddin ,NONE
hasoc_hi_6934,फिल्म एक्टर दिलीप कुमार को धमकियां मिलने पर भी सुरक्षा न देने वाली बीजेपी पत्रकार रोहितसरदाना सुधीरचौधरी को Z प्लस सुरक्षा देती है   ,NONE
hasoc_hi_5444,पछीं कभी अपने बच्चों को घोंसला बनाकर नही देते   सिर्फ   उडने की कला सिखाते हैं,NONE
hasoc_2020_hi_1826,ये bjp और कांग्रेस के नेता तो नही लड़ रहे हैं आपस मै पर इनके followers ने Facebook मै गंदगी मचा रखा हैवैसे मोदी जी ही आएंगे,NONE
hasoc_2020_hi_2637,RT @pradeep3006423  यह अंगुली में स्याही नहीं  स्याही में अंगुली करके आये हैं|वोट देने के पश्चात भी देखो  कांग्रेसीयों के चेहरे तक उतर आ ,NONE
hasoc_2020_hi_2210,RT @Mj16111980  कोई मिला ही नही हमे कभी हमारा बन कर वो मिला भी तो हमे सिर्फ किनारा बनकर हर ख्वाब बन कर टुटा है यहां अब बस इंतज़ार ही मि ,NONE
hasoc_hi_6085,Breaking News    हरियाणा के फरीदाबाद में कांग्रेस प्रवक्ता विकास चौधीर की गोली मारकर हत्या   खट्टर जी पहले अपराध रोकिए  राम रहीम को बाद में पैरोल दिलाइएगा।,NONE
hasoc_2020_hi_2000,RT @gopalram02  @SatlokChannel #ChowkidaroKaScamमनोहर लाल खट्टर जी   और नितिन गडकरी जी ने तो एक बार फिर कांग्रेस का ये वचन सत्य कर के दिखा ,NONE
hasoc_hi_6671,#ठाठ होते है उसी के निराले    जिसके दिल मे बसते है #भोलेनाथ डमरू वाले     डंका बजता है #दुनिया मे उसी का     जो भक्त हो #महाँकाल के मतवाले।    #हरहरमहादेव  #सुप्रभात #बज़्म #शब्दशक्ति #शब्दनिधि #शायरी #सतभक्तिसंदेश #स्वरा #हिंदीशब्द #काव्याक्षरा #जयसियारामजी #जयश्रीमहाकाल,NONE
60c5d7495659ea5e55df1143,शायर इमरान भी पहुंचे हैं आज  पोस्टमार्टम हो गया है  रिपोर्ट नहीं दे रहा  सिस्टम  किसी को अंदर नहीं जाने दिया जा रहा  #JusticeForShahabuddin,NONE
