comment,amr
"eu nem sabia q existia sistema de segurana por causa de foto, gente do cu, agora entendo pq nunca vemos a Megan Fox jesus","# ::snt eu nem sabia q existia sistema de segurana por causa de foto, gente do cu, agora entendo pq nunca vemos a Megan Fox jesus
(m / multi-sentence
      :snt1 (q / question-01
            :ARG0 (y / you)
            :ARG1 (e / exist-01
                  :ARG1 (s / sistema
                        :mod (s2 / segurana)
                        :ARG1-of (m2 / mean-01
                              :ARG2 (c / causa
                                    :mod (f / foto)))))
            :snt2 (g / gente
                  :ARG1-of (m3 / mean-01
                        :ARG2 (c2 / cu)))
            :snt3 (h / have-concession-91
                  :ARG1 (o / obligate-01
                        :ARG1 (y2 / you)
                        :ARG2 (c3 / come-01
                              :ARG1 y2
                              :ARG4 (p / person
                                    :name (n / name
                                          :op1 ""Megan""
                                          :op2 ""Fox"")
                                    :ARG0-of (h2 / have-rel-role-91
                                          :ARG1 y2
                                          :ARG2 (j / jesus)))
                              :ARG1-of (c4 / cause-01
                                    :ARG0 (a / amr-unknown))))
                  :ARG2 (e2 / entendo
                        :op1 (p2 / pq
                              :mod (n2 / nunca))))))"
"SI VIENE BRAT NO ME MONTO EN ESE AVION, PUES DETRAS DE EL VIENEN LOS ZOMBIES","# ::snt SI VIENE BRAT NO ME MONTO EN ESE AVION, PUES DETRAS DE EL VIENEN LOS ZOMBIES
(m / multi-sentence
      :snt1 (h / have-03
            :polarity -
            :ARG0 (c / country
                  :name (n / name
                        :op1 ""Italy""))
            :ARG1 (a / and
                  :op1 (p / phone-number-entity
                        :value ""Monte"")
                  :op2 (p2 / phone-number-entity
                        :value ""Ese""
                        :op3 ""Avion"")))
      :snt2 (d / demand-01
            :ARG0 (w / we)
            :ARG1 (d2 / detrouse-01
                  :ARG0 w
                  :ARG1 (f / flee-05
                        :ARG0 w
                        :ARG1 (d3 / disease
                              :name (n2 / name
                                    :op1 ""LOS""
                                    :op2 ""Zoma""))))))"
"si veo a brat no me monto en ese avion, pues detras de el vienen los zombies...","# ::snt si veo a brat no me monto en ese avion, pues detras de el vienen los zombies...
(m / multi-sentence
      :snt1 (v / veo
            :mode expressive
            :domain (ii / i))
      :snt2 (h / have-mod-91
            :polarity -
            :ARG1 (ii2 / i)
            :ARG2 (b / brat)
            :location (a / avion
                  :poss ii2)
            :ARG1-of (m2 / mean-01
                  :ARG2 (h2 / have-concession-91
                        :ARG1 (d / detra
                              :mod (v2 / vienen-01
                                    :ARG1 (z / zombie))
                              :ARG2 (a2 / amr-unknown))))))"
"Brad &amp; others with him(Leo, Clooney) in ""the group"" are well moraled and good hearted. These people will last in Hollywood. Also why Brad was justified &amp; respected for threatening Weinstein. Someone had to do it, Chuck Norris wasn't there. Right people do the right things.","# ::snt Brad &amp; others with him(Leo, Clooney) in ""the group"" are well moraled and good hearted. These people will last in Hollywood. Also why Brad was justified &amp; respected for threatening Weinstein. Someone had to do it, Chuck Norris wasn't there. Right people do the right things.
(m / multi-sentence
      :snt1 (a / and
            :op1 (m2 / moraled
                  :ARG1-of (w / well-09))
            :op2 (h / heart
                  :ARG1-of (g / good-02))
            :domain (o / other
                  :part-of (g2 / group)
                  :example (a2 / and
                        :op1 (p / person
                              :name (n / name
                                    :op1 ""Leo""))
                        :op2 (p2 / person
                              :name (n2 / name
                                    :op1 ""Clooney"")))))
      :snt2 (l / last-01
            :ARG1 (p3 / person
                  :mod (t / this))
            :location (m3 / market-sector
                  :name (n3 / name
                        :op1 ""Hollywood""))
            :ARG1-of (c / cause-01
                  :ARG0 (a3 / and
                        :op1 (j / justify-01
                              :ARG1 (p4 / person
                                    :name (n4 / name
                                          :op1 ""Brad"")))
                        :op2 (r / respect-01
                              :ARG1 p4
                              :ARG1-of (c2 / cause-01
                                    :ARG0 (t2 / threaten-01
                                          :ARG0 p4
                                          :ARG2 (p5 / person
                                                :name (n5 / name
                                                      :op1 ""Weinstein""))))))))
      :snt3 (a4 / and
            :op1 (o2 / obligate-01
                  :ARG1 (s / someone)
                  :ARG2 (d / do-02
                        :ARG0 s
                        :ARG1 (ii / it)))
            :op2 (b / be-located-at-91
                  :polarity -
                  :ARG1 (p6 / person
                        :name (n6 / name
                              :op1 ""Chuck""
                              :op2 ""Norris""))
                  :ARG2 (t3 / there))
            :snt4 (d2 / do-02
                  :ARG0 (p7 / person
                        :ARG1-of (r2 / right-02))
                  :ARG1 (t4 / thing
                        :ARG1-of r2))))"
"Absolutely more important than what he is in! Humanitarian and generous above all else. Thats what makes a man. Integrity, intelligence and humility all the best qualities in a person. Whats not to love about that?","# ::snt Absolutely more important than what he is in! Humanitarian and generous above all else. Thats what makes a man. Integrity, intelligence and humility all the best qualities in a person. Whats not to love about that?
(m / multi-sentence
      :snt1 (ii / important-01
            :ARG1 (t / thing
                  :location-of (h / he))
            :mod (a / absolute)
            :ARG2-of (h2 / have-degree-91
                  :ARG1 t
                  :ARG3 (m2 / more)
                  :ARG4 (t2 / thing
                        :location-of (h3 / he))))
      :snt2 (a2 / and
            :op1 (h4 / humanitarian)
            :op2 (g / generous-01)
            :ARG1-of (h5 / have-degree-91
                  :ARG2 (a3 / above
                        :op1 (e / else
                              :mod (a4 / all)))
                  :ARG3 (m3 / more)))
      :snt3 (m4 / make-01
            :ARG0 (t3 / that)
            :ARG1 (m5 / man))
      :snt4 (a5 / and
            :op1 (ii2 / integrity)
            :op2 (ii3 / intelligent-01)
            :op3 (h6 / humble-01)
            :domain (q / quality
                  :mod (a6 / all)
                  :ARG1-of (h7 / have-degree-91
                        :ARG2 (g2 / good-02
                              :ARG1 q)
                        :ARG3 (m6 / most)
                        :ARG5 q
                        :location (p / person))))
      :snt5 (a7 / amr-unknown
            :ARG1-of (l / love-01
                  :polarity -
                  :topic (t4 / that))))"
Absolutely. But I just hope he gets savvy and lets the Court sort it out. He must make no more side deals with her cos that is where she screws him over all the time. For the sake of the kids he needs to toughen up with her. She has put them all thru unnecessary trauma.,"# ::snt Absolutely. But I just hope he gets savvy and lets the Court sort it out. He must make no more side deals with her cos that is where she screws him over all the time. For the sake of the kids he needs to toughen up with her. She has put them all thru unnecessary trauma.
(m / multi-sentence
      :snt1 (c / contrast-01
            :ARG2 (h / hope-01
                  :ARG0 (ii / i)
                  :ARG1 (a / and
                        :op1 (g / get-03
                              :ARG1 (h2 / he)
                              :ARG2 (s / savvy-01
                                    :ARG1 h2))
                        :op2 (l / let-01
                              :ARG0 h2
                              :ARG1 (s2 / sort-out-02
                                    :ARG0 (c2 / court)
                                    :ARG1 (ii2 / it))))
                  :mod (j / just)))
      :snt2 (o / obligate-01
            :ARG1 (h3 / he)
            :ARG2 (d / deal-01
                  :polarity -
                  :ARG0 h3
                  :ARG1 (s3 / she)
                  :mod (s4 / side)
                  :mod (m2 / more))
            :ARG1-of (c3 / cause-01
                  :ARG0 (s5 / screw-over-05
                        :ARG0 (s6 / she
                              :ARG1 h3
                              :time (t / time
                                    :mod (a2 / all)))))
            :snt3 (n / need-01
                  :ARG0 (h4 / he)
                  :ARG1 (t2 / toughen-up-01
                        :ARG0 h4
                        :ARG1 s6))
            :purpose (s7 / sake
                  :poss (k / kid)))
      :snt4 (p / put-03
            :ARG0 (s8 / she)
            :ARG1 (t3 / they)
            :ARG2 (t4 / through
                  :op1 (t5 / trauma
                        :ARG1-of n
                        :polarity -))))"
She's just mad because the last judge told her to straighten up and let him see his kids or you lose custody!,"# ::snt She's just mad because the last judge told her to straighten up and let him see his kids or you lose custody!
(m / mad-04
      :ARG0 (t / tell-01
            :ARG0 (p / person
                  :ARG0-of (j / judge-01)
                  :mod (l / last))
            :ARG1 (o / or
                  :op1 (s / straighten-up-02
                        :ARG0 (s2 / she))
                  :op2 (l2 / let-01
                        :ARG0 p
                        :ARG1 (s3 / see-01
                              :ARG0 (h / he)
                              :ARG1 (p2 / person
                                    :ARG0-of (h2 / have-rel-role-91
                                          :ARG1 h
                                          :ARG2 (k / kid))))))
            :ARG2 s2)
      :ARG1 s2
      :mod (j2 / just))"
Boooring. More like he regrets marrying such a control freak. Never could figure out what he could see in her. No accounting for taste I suppose.,"# ::snt Boooring. More like he regrets marrying such a control freak. Never could figure out what he could see in her. No accounting for taste I suppose.
(m / multi-sentence
      :snt1 (b / booor-01)
      :snt2 (h / have-degree-of-resemblance-91
            :ARG1 (r / regret-01
                  :ARG0 (h2 / he)
                  :ARG1 (m2 / marry-01
                        :ARG1 h2
                        :ARG2 (f / freak
                              :ARG0-of (c / control-01)
                              :mod (s / such))))
            :ARG2 (m3 / more))
      :snt3 (p / possible-01
            :polarity -
            :ARG1 (f2 / figure-out-05
                  :ARG0 (h3 / he)
                  :ARG1 (t / thing
                        :ARG1-of (s2 / see-01
                              :ARG0 h3
                              :ARG2 (s3 / she)
                              :ARG1-of (p2 / possible-01))))
            :time (e / ever))
      :snt4 (s4 / suppose-01
            :ARG0 (ii / i)
            :ARG1 (a / account-01
                  :polarity -
                  :ARG1 (t2 / taste))))"
Jup at heart of it is hatred willing to sacrifice peoples future to keep themselves happy,"# ::snt Jup at heart of it is hatred willing to sacrifice peoples future to keep themselves happy
(h / hate-01
      :ARG0-of (w / will-02
            :ARG1 (s / sacrifice-01
                  :ARG0 h
                  :ARG1 (f / future
                        :poss (p / person))
                  :purpose (k / keep-02
                        :ARG0 h
                        :ARG1 (h2 / happy-01
                              :ARG1 p))))
      :location (h3 / heart
            :part-of (ii / it)))"
For years this woman kept his kids from him and poisoned them against their Father cos he lost interest in her. Nasty. She is poison. But still beats her for nasty.,"# ::snt For years this woman kept his kids from him and poisoned them against their Father cos he lost interest in her. Nasty. She is poison. But still beats her for nasty.
(m / multi-sentence
      :snt1 (a / and
            :op1 (k / keep-04
                  :ARG0 (w / woman
                        :mod (t / this))
                  :ARG1 (p / person
                        :ARG0-of (h / have-rel-role-91
                              :ARG1 (h2 / he)
                              :ARG2 (k2 / kid)))
                  :ARG2 (h3 / he)
                  :duration (m2 / multiple
                        :op1 (t2 / temporal-quantity
                              :quant 1
                              :unit (y / year))))
            :op2 (p2 / poison-02
                  :ARG0 w
                  :ARG1 p
                  :prep-against (p3 / person
                        :ARG0-of (h4 / have-rel-role-91
                              :ARG1 p
                              :ARG2 (f / father)))
                  :ARG1-of (c / cause-01
                        :ARG0 (l / lose-02
                              :ARG0 h3
                              :ARG1 (ii / interest-01
                                    :ARG1 h3
                                    :ARG2 w)))))
      :snt2 (n / nasty)
      :snt3 p2
      :snt4 (c2 / contrast-01
            :ARG2 (b / beat-01
                  :ARG0 (s / she)
                  :ARG1 s
                  :ARG2 (n2 / nasty)
                  :mod (s2 / still)
                  :purpose (n3 / nasty))))"
She sounds like the anc&amp;eff cause they unhappy everybody must be unhappy perhaps she entered the vows thinking this is a socialist wedding?,"# ::snt She sounds like the anc&amp;eff cause they unhappy everybody must be unhappy perhaps she entered the vows thinking this is a socialist wedding?
(m / multi-sentence
      :snt1 (s / sound-01
            :ARG1 (s2 / she)
            :ARG2 (a / and
                  :op1 (a2 / anc&amp)
                  :op2 (a3 / amp)))
      :snt2 (c / cause-01
            :ARG0 (h / happy-01
                  :polarity -
                  :ARG1 (e / everybody))
            :ARG1 (o / obligate-01
                  :ARG2 (h2 / happy-01
                        :polarity -
                        :ARG1 e)))
      :snt3 (p / possible-01
            :ARG1 (e2 / enter-01
                  :ARG0 (s3 / she)
                  :ARG1 (v / vow-01)
                  :manner (t / think-01
                        :ARG0 s3
                        :ARG1 (w / wed-01
                              :mod (p2 / political-movement
                                    :name (n / name
                                          :op1 ""socialism""))
                              :domain (t2 / this))))
            :polarity (a4 / amr-unknown)))"
Biasa cewe mh gt,"# ::snt Biasa cewe mh gt
(b / biasa
      :mode expressive
      :ARG1-of (s / say-01
            :ARG0 (ii / i)
            :ARG2 (p / person
                  :name (n / name
                        :op1 ""t""))))"
,"# ::snt 
(a / amr-empty)"
Tp aku ga nyesel kok nonton mr. &amp; mrs. Smith,"# ::snt Tp aku ga nyesel kok nonton mr. &amp; mrs. Smith
(a / and
      :op1 (p / person
            :name (n / name
                  :op1 ""Mr.""
                  :op2 ""&""
                  :op3 ""amp""))
      :op2 (p2 / person
            :name (n2 / name
                  :op1 ""Mr.""
                  :op2 ""Smith""))
      :op3 (p3 / person
            :name (n3 / name
                  :op1 ""Tp""
                  :op2 ""a""
                  :op3 ""ku""
                  :op4 ""nyesel""
                  :op5 ""kok"")))"
Jangan jangan brad juga merasakan yang sama.Habis manis pisah baru berbau amis...klise banget,"# ::snt Jangan jangan brad juga merasakan yang sama.Habis manis pisah baru berbau amis...klise banget
(m / multi-sentence
      :snt1 (b / be-located-at-91
            :ARG2 (c / city
                  :name (n / name
                        :op1 ""Jangan"")))
      :snt2 (s / say-01
            :ARG1 (c2 / come-01
                  :ARG1 (p / person
                        :mod (r / religious-group
                              :name (n2 / name
                                    :op1 ""Habis"")))
                  :manner (j / juga
                        :mod (p2 / person
                              :ARG0-of (h / have-rel-role-91
                                    :ARG1 p
                                    :ARG2 (s2 / sister)))))
            :ARG2 p2)
      :snt3 (p3 / person
            :name (n3 / name
                  :op1 ""Klise""
                  :op2 ""Banget"")))"
ESSE O MOMENTO QUE EU TANTO ESPERAVA,"# ::snt ESSE O MOMENTO QUE EU TANTO ESPERAVA
(q / question-03
      :ARG0 (c / country
            :name (n / name
                  :op1 ""Spain""))
      :ARG1 (o / organization
            :name (n2 / name
                  :op1 ""EU"")))"
"I really love the Miraval bottle and label Im not a big ros fan, but would buy it just because of the bottle and the pretty pink color","# ::snt I really love the Miraval bottle and label Im not a big ros fan, but would buy it just because of the bottle and the pretty pink color
(l / love-01
      :ARG0 (ii / i)
      :ARG1 (a / and
            :op1 (b / bottle
                  :name (n / name
                        :op1 ""Miraval""))
            :op2 (l2 / label-01
                  :ARG1 b))
      :degree (r / really)
      :ARG1-of (c / cause-01
            :ARG0 (a2 / and
                  :op1 b
                  :op2 (c2 / color
                        :ARG1-of (p / pink-04
                              :degree (p2 / pretty)))))
      :concession (f / fan
            :polarity -
            :mod (b2 / big)
            :mod (r2 / ros)
            :domain ii))"
QU?? DM,"# ::snt QU?? DM
(a / amr-unintelligible
      :value ""QU?"")"
Nuna reingteso por ansiedad.,"# ::snt Nuna reingteso por ansiedad.
(r / reingteso-00
      :ARG0 (n / nuna)
      :ARG1 (e / event
            :name (n2 / name
                  :op1 ""Anteriedad"")))"
De esas hablo,"# ::snt De esas hablo
(h / hablo
      :mode expressive)"
De todas las inseguridades que existan.,"# ::snt De todas las inseguridades que existan.
(e / exist-01
      :ARG1 (e2 / event
            :name (n / name
                  :op1 ""Las""
                  :op2 ""Inseguridades"")))"
una coppia che mi piace. Peccato!,"# ::snt una coppia che mi piace. Peccato!
(m / multi-sentence
      :snt1 (c / come-01
            :ARG1 (c2 / coppia
                  :mode expressive)
            :ARG3 (p / piace
                  :poss (ii / i)))
      :snt2 (p2 / peccato
            :mode expressive))"
Jajaja por favor,"# ::snt Jajaja por favor
(f / favor-01
      :ARG1 (p / person
            :name (n / name
                  :op1 ""Jajaja"")))"
Te ayudo a hacerla jajajaja,"# ::snt Te ayudo a hacerla jajajaja
(a / ayudo
      :mod (h / hacerla
            :mode expressive)
      :ARG1-of (s / say-01
            :ARG2 (p / person
                  :name (n / name
                        :op1 ""Jajajaja""))))"
Lmaoooooooooo. Thats wild.,"# ::snt Lmaoooooooooo. Thats wild.
(m / multi-sentence
      :snt1 (l / laugh-01
            :mode expressive
            :ARG0 (ii / i)
            :manner (l2 / loud))
      :snt2 (w / wild
            :domain (t / that)))"
He realized they didnt touch sick people so he injected himself with some disease.,"# ::snt He realized they didnt touch sick people so he injected himself with some disease.
(c / cause-01
      :ARG0 (r / realize-01
            :ARG0 (h / he)
            :ARG1 (t / touch-01
                  :polarity -
                  :ARG0 (t2 / they)
                  :ARG1 (p / person
                        :ARG1-of (s / sick-05))))
      :ARG1 (ii / inject-01
            :ARG0 h
            :ARG1 h
            :ARG2 (d / disease
                  :mod (s2 / some))))"
Lmaoooooooooo thats what he did? That movie was all over the place.,"# ::snt Lmaoooooooooo thats what he did? That movie was all over the place.
(m / multi-sentence
      :snt1 (d / do-02
            :ARG0 (h / he)
            :ARG1 (t / thing
                  :domain (t2 / that))
            :mod (l / laugh-01
                  :mode expressive
                  :ARG0 (ii / i)
                  :manner (l2 / loud)))
      :snt2 (b / be-located-at-91
            :ARG1 (m2 / movie
                  :mod (t3 / that))
            :ARG2 (a / all-over
                  :op1 (p / place))))"
E la ex di Brad Pitt le ha risposto te potevi fa li cazzi tua,"# ::snt E la ex di Brad Pitt le ha risposto te potevi fa li cazzi tua
(m / multi-sentence
      :snt1 (c / come-04
            :ARG1 (p / person
                  :name (n / name
                        :op1 ""Brad""
                        :op2 ""Pitt"")
                  :ARG0-of (h / have-rel-role-91
                        :ARG2 (e / ex)))
            :ARG2 (r / risposto
                  :mod (p2 / person
                        :name (n2 / name
                              :op1 ""Le""
                              :op2 ""Potevi""))))
      :snt2 (f / fa
            :mode expressive
            :snt3 (c2 / cazzi
                  :mod (t / tua))))"
"Vale lo stesso per me, ma che devi farci... succede.","# ::snt Vale lo stesso per me, ma che devi farci... succede.
(m / multi-sentence
      :snt1 (s / say-01
            :ARG0 (ii / i)
            :ARG1 (s2 / stesso
                  :polarity (a / amr-unknown)
                  :ARG1-of (p / possible-01))
            :ARG2 ii)
      :snt2 (a2 / and
            :op1 (a3 / amr-unknown
                  :polarity -
                  :ARG0-of (c / cause-01
                        :ARG1 (d / devi-farci
                              :ARG0 (a4 / amr-unknown))
                        :ARG1 d)))
      :op2 (s3 / succede-01
            :ARG0 (y / you)))"
