comment,amr
I thought she said Hillarys emails were hacked by China not the DNC,"# ::snt I thought she said Hillarys emails were hacked by China not the DNC
(t / think-01
      :ARG0 (ii / i)
      :ARG1 (s / say-01
            :ARG0 (s2 / she)
            :ARG1 (a / and
                  :op1 (h / hack-04
                        :ARG0 (c / country
                              :name (n / name
                                    :op1 ""China""))
                        :ARG1 (e / email-01
                              :ARG0 (p / person
                                    :name (n2 / name
                                          :op1 ""Hillary""))))
                  :op2 (h2 / hack-04
                        :polarity -
                        :ARG0 (o / organization
                              :name (n3 / name
                                    :op1 ""DNC""))
                        :ARG1 e))))"
Damn strozk must have passed her off,"# ::snt Damn strozk must have passed her off
(ii / infer-01
      :ARG1 (p / pass-off-18
            :ARG0 (p2 / person
                  :name (n / name
                        :op1 "" strozk"")
                  :mod (d / damn))
            :ARG1 (s / she)))"
yournewswire is fake news,"# ::snt yournewswire is fake news
(n / news
      :ARG1-of (f / fake-02)
      :domain (p / publication
            :name (n2 / name
                  :op1 ""Yournewswire"")))"
I love the last line in the article Is anyone going to go down for these outrageous crimes Or will America forever lose faith in the highest law enforcement agency in these United States,"# ::snt I love the last line in the article Is anyone going to go down for these outrageous crimes Or will America forever lose faith in the highest law enforcement agency in these United States
(l / love-01
      :ARG0 (ii / i)
      :ARG1 (l2 / line
            :mod (l3 / last)
            :part-of (a / article))
      :topic (a2 / amr-choice
            :op1 (g / go-down-27
                  :ARG1 (a3 / anyone)
                  :ARG1-of (c / cause-01
                        :ARG0 (c2 / crime-02
                              :ARG1-of (o / outrageous-02)
                              :mod (t / this))))
            :op2 (l4 / lose-02
                  :ARG0 (c3 / country
                        :name (n / name
                              :op1 ""America""))
                  :ARG1 (f / faith
                        :poss c3
                        :topic (a4 / agency
                              :ARG0-of (e / enforce-01
                                    :ARG1 (l5 / law))
                              :ARG1-of (h / have-degree-91
                                    :ARG2 (h2 / high-02
                                          :ARG1 a4)
                                    :ARG3 (m / most)
                                    :ARG5 c3)))
                  :time (f2 / forever))))"
Wooooo,"# ::snt Wooooo
(w / woo
      :mode expressive)"
They are playing with us and we believe Or do we,"# ::snt They are playing with us and we believe Or do we
(o / or
      :op1 (p / play-01
            :ARG0 (t / they)
            :accompanier (w / we))
      :op2 (b / believe-01
            :ARG0 w)
      :op3 (b2 / believe-01
            :polarity -
            :ARG0 w))"
On top of that Obama created Trump Russian Collusion,"# ::snt On top of that Obama created Trump Russian Collusion
(a / and
      :op1 (t / that)
      :op2 (c / create-01
            :ARG0 (p / person
                  :name (n / name
                        :op1 ""Obama""))
            :ARG1 (c2 / collude-01
                  :ARG0 (p2 / person
                        :name (n2 / name
                              :op1 ""Trump""))
                  :mod (c3 / country
                        :name (n3 / name
                              :op1 ""Russia"")))))"
I thought it might be,"# ::snt I thought it might be
(t / think-01
      :ARG0 (ii / i)
      :ARG1 (p / possible-01
            :ARG1 (ii2 / it)))"
I was pretty sure it was bogus but passed it along with a disclaimer Maybe Mueller can put an end to the speculation surrounding this issue if and when he wraps his investigation It seems to be taking a lot longer than you would think it should,"# ::snt I was pretty sure it was bogus but passed it along with a disclaimer Maybe Mueller can put an end to the speculation surrounding this issue if and when he wraps his investigation It seems to be taking a lot longer than you would think it should
(m / multi-sentence
      :snt1 (c / contrast-01
            :ARG1 (s / sure-02
                  :ARG0 (ii / i)
                  :ARG1 (b / bogus
                        :domain (ii2 / it))
                  :degree (p / pretty))
            :ARG2 (p2 / pass-along-09
                  :ARG0 ii
                  :ARG1 (ii3 / it)
                  :ARG2 (d / disclaimer)))
      :snt2 (p3 / possible-01
            :ARG1 (e / end-01
                  :ARG0 (p4 / person
                        :name (n / name
                              :op1 ""Mueller""))
                  :ARG1 (s2 / speculate-01
                        :ARG2 (ii4 / issue-02
                              :mod (t / this)))
                  :condition (a / and
                        :op1 (w / wrap-01
                              :ARG0 p4
                              :ARG1 (ii5 / investigate-01
                                    :ARG0 p4))
                        :op2 (b2 / be-temporally-at-91
                              :ARG1 e
                              :ARG2 w))))
      :snt3 (s3 / seem-01
            :ARG1 (t2 / take-10
                  :ARG0 (ii6 / it)
                  :ARG1 (l / long-03
                        :ARG2-of (h / have-degree-91
                              :ARG1 ii6
                              :ARG3 (m2 / more
                                    :quant (l2 / lot))
                              :ARG4 (t3 / think-01
                                    :ARG0 (y / you)
                                    :ARG1 (r / recommend-01
                                          :ARG1 t2)))))))"
It’s a phony claim that’s being circulated Her attorney says she testified that evidence shows Russia did it,"# ::snt It’s a phony claim that’s being circulated Her attorney says she testified that evidence shows Russia did it
(m / multi-sentence
      :snt1 (c / claim-01
            :ARG1 (c2 / circulate-01
                  :ARG1 (ii / it))
            :mod (p / phony))
      :snt2 (s / say-01
            :ARG0 (a / attorney
                  :poss (s2 / she))
            :ARG1 (t / testify-01
                  :ARG0 s2
                  :ARG1 (s3 / show-01
                        :ARG0 (e / evidence)
                        :ARG1 (d / do-02
                              :ARG0 (c3 / country
                                    :name (n / name
                                          :op1 ""Russia""))
                              :ARG1 (ii2 / it))))))"
China is a much more intellectual threat They come to our universities  we give away all our knowledge  they use it again us I have said it was China for one year Tucker agrees China is a much bigger threat,"# ::snt China is a much more intellectual threat They come to our universities  we give away all our knowledge  they use it again us I have said it was China for one year Tucker agrees China is a much bigger threat
(m / multi-sentence
      :snt1 (t / threaten-01
            :ARG0 (c / country
                  :name (n / name
                        :op1 ""China""))
            :ARG1-of (h / have-degree-91
                  :ARG2 (ii / intellectual)
                  :ARG3 (m2 / more
                        :quant (m3 / much))))
      :snt2 (a / and
            :op1 (c2 / come-01
                  :ARG1 (w / we)
                  :ARG4 (u / university
                        :poss w))
            :op2 (g / give-away-02
                  :ARG0 w
                  :ARG1 (k / knowledge
                        :mod (a2 / all)
                        :poss w))
            :op3 (u2 / use-01
                  :ARG0 w
                  :ARG1 k
                  :mod (a3 / again))
            :op4 (s / say-01
                  :ARG0 (ii2 / i)
                  :ARG1 (t2 / threaten-01
                        :ARG0 (c3 / country
                              :name (n2 / name
                                    :op1 ""China""))
                        :ARG1-of (h2 / have-degree-91
                              :ARG2 (b / big)
                              :ARG3 (m4 / more
                                    :quant (m5 / much))))))
      :snt3 (a4 / agree-01
            :ARG0 (p / person
                  :name (n3 / name
                        :op1 ""Tucker""))
            :ARG1 (t3 / threaten-01
                  :ARG0 c3
                  :ARG1-of (h3 / have-degree-91
                        :ARG2 b
                        :ARG3 (m6 / more)))))"
ChinaNotRussia,"# ::snt ChinaNotRussia
(c / country
      :polarity -
      :name (n / name
            :op1 ""China""))"
The light is being shone on them and they are squealing like trapped rats to save their skin ,"# ::snt The light is being shone on them and they are squealing like trapped rats to save their skin 
(a / and
      :op1 (s / shine-01
            :ARG1 (l / light)
            :ARG2 (t / they
                  :part (s2 / skin)))
      :op2 (s3 / squeal-01
            :ARG0 t
            :ARG1-of (r / resemble-01
                  :ARG2 (r2 / rat
                        :ARG1-of (t2 / trap-01)
                        :ARG0-of (s4 / save-02
                              :ARG1 s2)))))"
This stinks to high heaven of DemoRATS colluding with the Chinese and blaming the Russians because Putin didnt want to play ball with the Deep State   What a field day the linching mob fake news media  radical lefties would have had had the boot been on the other foot,"# ::snt This stinks to high heaven of DemoRATS colluding with the Chinese and blaming the Russians because Putin didnt want to play ball with the Deep State   What a field day the linching mob fake news media  radical lefties would have had had the boot been on the other foot
(m / multi-sentence
      :snt1 (s / stink-01
            :ARG1 (t / this)
            :degree (h / high-heaven)
            :ARG1-of (c / cause-01
                  :ARG0 (a / and
                        :op1 (c2 / collude-01
                              :ARG0 (p / person
                                    :ARG0-of (h2 / have-org-role-91
                                          :ARG1 (p2 / political-movement
                                                :name (n / name
                                                      :op1 ""Democrat""))))
                              :ARG1 (p3 / person
                                    :mod (c3 / country
                                          :name (n2 / name
                                                :op1 ""China""))))
                        :op2 (b / blame-01
                              :ARG0 p
                              :ARG1 (p4 / person
                                    :mod (c4 / country
                                          :name (n3 / name
                                                :op1 ""Russia""))))
                        :ARG1-of (c5 / cause-01
                              :ARG0 (w / want-01
                                    :polarity -
                                    :ARG0 (p5 / person
                                          :name (n4 / name
                                                :op1 ""Putin""))
                                    :ARG1 (p6 / play-01
                                          :ARG0 p5
                                          :ARG1 (b2 / ball)
                                          :ARG3 (s2 / state
                                                :name (n5 / name
                                                      :op1 ""Deep""
                                                      :op2 ""State""))))))))
      :snt2 (d / day
            :mod (f / field)
            :domain (a2 / and
                  :op1 (m2 / mob
                        :ARG0-of (l / linch-01)
                        :ARG0-of (f2 / fake-02
                              :ARG1 (n6 / news)))
                  :op2 (p7 / person
                        :ARG1-of (l2 / left-19)
                        :ARG1-of (r / radical-02)))
            :condition (b3 / boot
                  :location (f3 / foot
                        :mod (o / other)))))"
Well well well Trump right again,"# ::snt Well well well Trump right again
(r / right-06
      :ARG1 (p / person
            :name (n / name
                  :op1 ""Trump""))
      :mod (w / well
            :mode expressive)
      :mod (a / again))"
Oh yes their server was hacked,"# ::snt Oh yes their server was hacked
(h / hack-04
      :ARG1 (s / server
            :poss (t / they))
      :mod (o / oh
            :mode expressive))"
Give her immunity,"# ::snt Give her immunity
(g / give-01
      :mode imperative
      :ARG0 (y / you)
      :ARG1 (ii / immunity)
      :ARG2 (s / she))"
The 3 Proposals made Monday for new BILATERAL RussianAmerican relations  1 Joint Mililary systems framework 2 Joint Cyber unit 3 Joint Judiciary   RUSSIA IMPLEMENTING AS OF YESTERDAY,"# ::snt The 3 Proposals made Monday for new BILATERAL RussianAmerican relations  1 Joint Mililary systems framework 2 Joint Cyber unit 3 Joint Judiciary   RUSSIA IMPLEMENTING AS OF YESTERDAY
(p / propose-01
      :quant 3
      :ARG1 (t / thing
            :ARG1-of (n / new-01)
            :topic (r / relation-03
                  :ARG0 (c / country
                        :name (n2 / name
                              :op1 ""Russia""))
                  :ARG2 (c2 / country
                        :name (n3 / name
                              :op1 ""America"")))
            :example (f / framework
                  :mod (s / system
                        :mod (m / military
                              :name (n4 / name
                                    :op1 ""Joint""
                                    :op2 ""Mililary"")))
                  :example (u / unit
                        :quant 2
                        :mod (c3 / cyber)
                        :mod (j / joint))
                  :example (j2 / judiciary
                        :mod (j3 / joint))))
      :time (d / date-entity
            :weekday (m2 / monday))
      :ARG1-of (m3 / mean-01
            :ARG2 t
            :ARG1-of (a / assess-01
                  :time (d2 / date-entity
                        :dayperiod (n5 / night)))))"
I hope shes not the next suicide  in a long line of them,"# ::snt I hope shes not the next suicide  in a long line of them
(h / hope-01
      :ARG0 (ii / i)
      :ARG1 (s / suicide
            :polarity -
            :mod (n / next)
            :domain (s2 / she
                  :ARG1-of (ii2 / include-91
                        :ARG2 (s3 / suicide
                              :ARG1-of (l / line-01
                                    :ARG1-of (l2 / long-03)))))))"
A Hillary Leak is not a Russia Hack,"# ::snt A Hillary Leak is not a Russia Hack
(h / hack-04
      :polarity -
      :ARG0 (c / country
            :name (n / name
                  :op1 ""Russia""))
      :domain (l / leak-01
            :ARG0 (p / person
                  :name (n2 / name
                        :op1 ""Hillary""))))"
Shes an attorney and knows all about singing,"# ::snt Shes an attorney and knows all about singing
(a / and
      :op1 (h / have-rel-role-91
            :ARG0 (h2 / he)
            :ARG2 (a2 / attorney))
      :op2 (k / know-01
            :ARG0 h2
            :ARG1 (s / sing-01)
            :degree (a3 / all)))"
She better be careful or she may get found floating in a river somewhere,"# ::snt She better be careful or she may get found floating in a river somewhere
(o / or
      :op1 (h / have-degree-91
            :ARG1 (c / care-04
                  :ARG0 (s / she))
            :ARG2 (g / good-02
                  :ARG1 c)
            :ARG3 (m / more))
      :op2 (p / possible-01
            :ARG1 (f / find-01
                  :ARG1 s
                  :ARG2 (f2 / float-01
                        :ARG1 s
                        :ARG2 (r / river
                              :location (s2 / somewhere))))))"
If this is true the implications are enormous,"# ::snt If this is true the implications are enormous
(e / enormous
      :domain (ii / implicate-01)
      :condition (t / true-01
            :ARG1 (t2 / this)))"
Nope they didn’t Seth Rich did and we all know how that ended It’s all gonna come out at some point truth always does,"# ::snt Nope they didn’t Seth Rich did and we all know how that ended It’s all gonna come out at some point truth always does
(m / multi-sentence
      :snt1 (a / and
            :op1 (d / do-02
                  :polarity -
                  :ARG0 (t / they)
                  :ARG1 (e / event
                        :mod (p / person
                              :name (n / name
                                    :op1 ""Seth""
                                    :op2 ""Rich""))))
            :op2 (k / know-01
                  :ARG0 (w / we
                        :mod (a2 / all))
                  :ARG1 (t2 / thing
                        :manner-of (e2 / end-01
                              :ARG1 e))))
      :snt2 (c / come-out-09
            :ARG1 (a3 / all)
            :time (p2 / point
                  :mod (s / some))
            :ARG1-of (r / resemble-01
                  :ARG2 (c2 / come-out-09
                        :ARG1 (t3 / truth)
                        :time (a4 / always)))))"
HisNameWasSethRich,"# ::snt HisNameWasSethRich
(n / name
      :op1 ""WasSethRich"")"
This must get out to everyone if it’s true Make it viral ,"# ::snt This must get out to everyone if it’s true Make it viral 
(o / obligate-01
      :ARG1 (g / get-05
            :ARG1 (t / this)
            :ARG2 (e / everyone)
            :condition (t2 / true-01
                  :ARG1 t))
      :ARG0-of (m / make-02
            :ARG1 (v / viral
                  :domain t)))"
Where is the server It might be advantageous that law enforcement look at the most important piece of evidence there is   WHERE IS THE DAMN SERVER ,"# ::snt Where is the server It might be advantageous that law enforcement look at the most important piece of evidence there is   WHERE IS THE DAMN SERVER 
(m / multi-sentence
      :snt1 (b / be-located-at-91
            :ARG1 (s / server)
            :ARG2 (a / amr-unknown))
      :snt2 (p / possible-01
            :ARG1 (a2 / advantage-01
                  :ARG1 (l / look-01
                        :ARG0 (p2 / person
                              :ARG0-of (e / enforce-01
                                    :ARG1 (l2 / law)))
                        :ARG1 (p3 / piece
                              :part-of (e2 / evidence-01)
                              :ARG1-of (h / have-degree-91
                                    :ARG2 (ii / important-01
                                          :ARG1 p3)
                                    :ARG3 (m2 / most))))
                  :ARG2 (b2 / be-located-at-91
                        :ARG1 (s2 / serious-02
                              :ARG1-of (d / damn-01))
                        :ARG2 (a3 / amr-unknown)))))"
Shes singing because shes looking for a deal in case this story goes to a grand jury,"# ::snt Shes singing because shes looking for a deal in case this story goes to a grand jury
(s / sing-01
      :ARG0 (h / he)
      :ARG1-of (c / cause-01
            :ARG0 (l / look-01
                  :ARG0 h
                  :ARG1 (d / deal-01)
                  :condition (g / go-10
                        :ARG1 (s2 / story
                              :mod (t / this))
                        :ARG2 (j / jury
                              :mod (g2 / grand))))))"
I hope they put Lisa Page in the witness protection program  Clintons Just sayin’,"# ::snt I hope they put Lisa Page in the witness protection program  Clintons Just sayin’
(m / multi-sentence
      :snt1 (h / hope-01
            :ARG0 (ii / i)
            :ARG1 (p / put-01
                  :ARG0 (t / they)
                  :ARG1 (p2 / person
                        :name (n / name
                              :op1 ""Lisa""
                              :op2 ""Page""))
                  :ARG2 (p3 / program
                        :topic (p4 / protect-01
                              :ARG1 (p5 / person
                                    :ARG0-of (w / witness-01))))))
      :snt2 (s / say-01
            :ARG0 (p6 / person
                  :name (n2 / name
                        :op1 ""Clinton""))
            :mod (j / just)))"
Whether its true or not  Trump had nothing to do with it Period,"# ::snt Whether its true or not  Trump had nothing to do with it Period
(h / have-to-do-with-04
      :ARG0 (p / person
            :name (n / name
                  :op1 ""Trump""))
      :ARG1 (ii / it)
      :ARG2 (n2 / nothing)
      :ARG1-of (r / regardless-91
            :ARG2 (t / true-01
                  :ARG1 ii))
      :mod (p2 / period))"
I’d like to see Page get a deal just since she told the truth Maybe the others will look for truth in a dictionary,"# ::snt I’d like to see Page get a deal just since she told the truth Maybe the others will look for truth in a dictionary
(l / like-02
      :ARG0 (ii / i)
      :ARG1 (s / see-01
            :ARG0 ii
            :ARG1 (g / get-01
                  :ARG0 (p / person
                        :name (n / name
                              :op1 ""Page""))
                  :ARG1 (d / deal)
                  :ARG1-of (c / cause-01
                        :ARG0 (t / tell-01
                              :ARG0 p
                              :ARG1 (t2 / truth))
                        :mod (j / just)
                        :ARG1 l)))
      :ARG0 (p2 / possible-01
            :ARG1 (l2 / look-01
                  :ARG0 (o / other)
                  :ARG1 (t3 / truth)
                  :location (d2 / dictionary))))"
More confirmation yet we already knew Do u think msm can get that thru their thick heads yet,"# ::snt More confirmation yet we already knew Do u think msm can get that thru their thick heads yet
(m / multi-sentence
      :snt1 (y / yet
            :op1 (c / confirm-01
                  :mod (m2 / more)
                  :concession (k / know-01
                        :ARG0 (w / we)
                        :time (a / already))))
      :snt2 (t / think-01
            :ARG0 (y2 / you)
            :ARG1 (p / possible-01
                  :ARG1 (g / get-01
                        :ARG0 (p2 / person
                              :name (n / name
                                    :op1 ""sm"")
                              :part (h / head
                                    :ARG1-of (t2 / thick-03)))
                        :ARG1 (t3 / that)
                        :path h))
            :polarity (a2 / amr-unknown)
            :time (y3 / yet)))"
Wheres the accountability Are they all walking scottfree Lock them up  VoteDemsOut,"# ::snt Wheres the accountability Are they all walking scottfree Lock them up  VoteDemsOut
(m / multi-sentence
      :snt1 (a / accountable-02
            :polarity (a2 / amr-unknown))
      :snt2 (s / scotfree
            :polarity (a3 / amr-unknown)
            :domain (t / they
                  :mod (a4 / all)
                  :ARG0-of (w / walk-01)))
      :snt3 (l / lock-up-03
            :ARG1 t
            :ARG1-of (s2 / say-01
                  :ARG0 (p / publication
                        :name (n / name
                              :op1 ""VoteDemsOut"")))))"
great news good findAMErikaNGIRLBOT,"# ::snt great news good findAMErikaNGIRLBOT
(s / say-01
      :ARG1 (n / news
            :mod (g / great)
            :ARG1-of (g2 / good-02))
      :ARG2 (p / person
            :name (n2 / name
                  :op1 ""Findamerika"")))"
If this is true  Where r the news stories,"# ::snt If this is true  Where r the news stories
(m / multi-sentence
      :snt1 (h / have-condition-91
            :ARG2 (t / true-01
                  :ARG1 (t2 / this)))
      :snt2 (s / story
            :mod (n / news)
            :location (a / amr-unknown)))"
ItWasCHI NA,"# ::snt ItWasCHI NA
(p / person
      :name (n / name
            :op1 ""ItWasCHI""
            :op2 ""NA""))"
realDonaldTrump send in the SecretService to protect LisaPage,"# ::snt realDonaldTrump send in the SecretService to protect LisaPage
(s / send-01
      :ARG0 (p / person
            :name (n / name
                  :op1 ""Trump""))
      :ARG1 (p2 / person
            :name (n2 / name
                  :op1 ""SecretService""))
      :ARG2 (p3 / protect-01
            :ARG0 p2
            :ARG1 (p4 / person
                  :name (n3 / name
                        :op1 ""LisaPage""))))"
Count down to her being found dead accidentally of course w a bullet in that back of her head,"# ::snt Count down to her being found dead accidentally of course w a bullet in that back of her head
(c / count-down-03
      :ARG2 (f / find-01
            :ARG1 (s / she
                  :part (h / head))
            :ARG2 (d / die-01
                  :ARG1 s)
            :manner (a / accidental)
            :instrument (b / bullet
                  :location (b2 / back
                        :part-of h
                        :mod (t / that)))
            :mod (o / of-course)))"
About Time That Was Revealed,"# ::snt About Time That Was Revealed
(r / reveal-01
      :ARG1 (t / that)
      :time (a / about
            :op1 (t2 / time)))"
Former technical director of the NSA William Binney proves that the DNC server was not hacked it had to be a local download most likely via a thumb drive,"# ::snt Former technical director of the NSA William Binney proves that the DNC server was not hacked it had to be a local download most likely via a thumb drive
(p / prove-01
      :ARG0 (p2 / person
            :name (n / name
                  :op1 ""William""
                  :op2 ""Binney"")
            :ARG0-of (h / have-org-role-91
                  :ARG1 (g / government-organization
                        :name (n2 / name
                              :op1 ""NSA""))
                  :ARG2 (d / director
                        :mod (t / technical))
                  :time (f / former)))
      :ARG1 (h2 / hack-01
            :polarity -
            :ARG1 (s / server
                  :poss (o / organization
                        :name (n3 / name
                              :op1 ""DNC"")))
            :ARG1-of (o2 / obligate-01
                  :ARG2 (d2 / download-01
                        :ARG1-of (l / local-02)
                        :medium (d3 / drive
                              :mod (t2 / thumb))
                        :ARG1-of (l2 / likely-01
                              :ARG2-of (h3 / have-degree-91
                                    :ARG1 d2
                                    :ARG3 (m / most)))))))"
